사건번호,용도,LTV_광주,LTV_전북,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기,기간구분
광주 2계 2020-8737,임야,임야,임야,전남,화순군,전남 화순군 도곡면 월곡리 165,"4,836,000","4,836,000",낙찰,"6,050,000",125.10%,2021-04-08,2021_2Q,3
광주 3계 2020-9495,단독주택,단독,단독주택,전남,화순군,전남 화순군 동면 서성리 193-1 2동,"450,419,920","450,419,920",낙찰,"514,000,000",114.10%,2021-06-10,2021_2Q,3
광주 4계 2020-9501,다세대,다세대주택,다세대,전남,영광군,전남 영광군 영광읍 신하리 825-8 대힌아트빌 1층 101호,"92,000,000","64,400,000",낙찰,"75,450,000",82.00%,2021-04-13,2021_2Q,3
광주 4계 2020-9792(1),임야,임야,임야,전남,화순군,전남 화순군 이양면 강성리 산41,"1,111,690","1,111,690",낙찰,"1,470,000",132.20%,2021-04-13,2021_2Q,3
광주 4계 2020-9792(3),대지,나대지,나대지,전남,화순군,전남 화순군 이양면 강성리 592-2,"461,100","461,100",낙찰,"770,000",167.00%,2021-04-13,2021_2Q,3
광주 4계 2020-9792(4),전,전,전,전남,화순군,전남 화순군 이양면 강성리 602,"880,400","880,400",낙찰,"1,270,000",144.30%,2021-04-13,2021_2Q,3
광주 4계 2020-9969,임야,임야,임야,전남,영광군,전남 영광군 법성면 입암리 산73-3,"3,894,373","3,894,373",낙찰,"3,894,373",100.00%,2021-04-13,2021_2Q,3
광주 7계 2020-9990,임야,임야,임야,전남,곡성군,전남 곡성군 입면 서봉리 산16,"19,596,200","10,974,000",낙찰,"13,877,000",70.80%,2021-03-30,2021_1Q,3
광주 10계 2020-10051,오피스텔(상가),오피스텔,오피스텔(업무용),전남,나주시,전남 나주시 빛가람동 279-4 광주전남혁신도시포레루체 1동 2층 202호,"540,000,000","241,920,000",낙찰,"243,110,000",45.00%,2021-05-14,2021_2Q,3
광주 4계 2020-10068(1),답,답,답,전남,담양군,전남 담양군 창평면 장화리 64-2,"157,860,000","157,860,000",낙찰,"212,000,000",134.30%,2021-04-13,2021_2Q,3
광주 4계 2020-10068(3),답,답,답,전남,담양군,전남 담양군 창평면 장화리 106,"264,303,000","264,303,000",낙찰,"293,376,330",111.00%,2021-04-13,2021_2Q,3
광주 8계 2020-10204,답,답,답,전남,담양군,전남 담양군 가사문학면 경상리 3,"5,389,000","2,414,000",낙찰,"2,415,000",44.80%,2021-05-13,2021_2Q,3
광주 4계 2020-10280,잡종지,잡종지,잡종지,전남,나주시,전남 나주시 세지면 성산리 782-1,"646,930,000","646,930,000",낙찰,"780,000,000",120.60%,2021-04-13,2021_2Q,3
광주 9계 2020-10440(2),전,전,전,전남,곡성군,전남 곡성군 입면 약천리 247-10,"7,518,000","3,368,000",낙찰,"5,200,000",69.20%,2021-06-02,2021_2Q,3
광주 10계 2020-10457,답,답,답,전남,곡성군,전남 곡성군 오산면 율천리 67-8,"57,868,000","57,868,000",낙찰,"84,111,000",145.30%,2021-04-02,2021_2Q,3
광주 6계 2020-10501,전,전,전,전남,화순군,전남 화순군 사평면 대곡리 59,"8,890,000","3,186,000",낙찰,"3,511,000",39.50%,2021-06-16,2021_2Q,3
광주 7계 2020-10624(1),근린상가,근린상가,근린상가,전남,나주시,전남 나주시 빛가람동 348-20 LS타워 1층 115호,"546,000,000","305,760,000",낙찰,"305,801,000",56.00%,2021-03-30,2021_1Q,3
광주 7계 2020-10624(2),근린상가,근린상가,근린상가,전남,나주시,전남 나주시 빛가람동 348-20 LS타워 1층 116호,"532,000,000","238,336,000",낙찰,"301,699,000",56.70%,2021-05-11,2021_2Q,3
광주 9계 2020-10655,임야,임야,임야,전남,장성군,전남 장성군 북일면 박산리 산19-2,"37,686,500","26,381,000",낙찰,"26,381,000",70.00%,2021-04-21,2021_2Q,3
광주 1계 2020-10778,전,전,전,전남,장성군,전남 장성군 삼서면 보생리 496-1,"74,510,000","41,726,000",낙찰,"46,196,300",62.00%,2021-06-23,2021_2Q,3
광주 2계 2020-10808,전,전,전,전남,영광군,전남 영광군 묘량면 운당리 857-7,"22,539,000","22,539,000",낙찰,"25,520,000",113.20%,2021-04-08,2021_2Q,3
광주 7계 2020-10853,임야,임야,임야,전남,곡성군,전남 곡성군 목사동면 신기리 산13-2,"2,135,100","1,495,000",낙찰,"2,379,990",111.50%,2021-03-30,2021_1Q,3
광주 3계 2020-10945,대지,나대지,나대지,전남,장성군,전남 장성군 삼계면 내계리 247-1,"18,262,000","18,262,000",낙찰,"25,000,000",136.90%,2021-04-29,2021_2Q,3
광주 9계 2020-10976(2),대지,나대지,나대지,전남,영광군,전남 영광군 법성면 화천리 2,"2,600,000","2,600,000",낙찰,"3,380,000",130.00%,2021-04-21,2021_2Q,3
광주 7계 2020-11009,오피스텔(주거),오피스텔,오피스텔(업무용),전남,나주시,전남 나주시 빛가람동 197 중흥에스-클래스메가티움1차 8층 B901호,"107,000,000","74,900,000",낙찰,"81,320,000",76.00%,2021-03-30,2021_1Q,3
광주 10계 2020-11023,전,전,전,전남,영광군,전남 영광군 염산면 옥실리 572-4,"19,114,200","8,563,000",낙찰,"9,050,000",47.30%,2021-05-14,2021_2Q,3
광주 5계 2020-11139(2),임야,임야,임야,전남,영광군,전남 영광군 영광읍 녹사리 26-72,"6,804,000","6,804,000",낙찰,"7,510,000",110.40%,2021-04-27,2021_2Q,3
광주 2계 2020-11252(2),근린상가,근린상가,근린상가,전남,나주시,전남 나주시 빛가람동 186-1 마동 1층 111호,"161,000,000","90,160,000",낙찰,"90,600,000",56.30%,2021-04-08,2021_2Q,3
광주 2계 2020-11252(3),근린상가,근린상가,근린상가,전남,나주시,전남 나주시 빛가람동 186-1 마동 2층 203호,"223,000,000","124,880,000",낙찰,"124,999,000",56.10%,2021-04-08,2021_2Q,3
광주 5계 2020-11269(3),근린상가,근린상가,근린상가,전남,나주시,전남 나주시 빛가람동 186-1 이노파크식스틴 지신산업센터 마동 2층 205호,"178,130,000","99,753,000",낙찰,"100,010,000",56.10%,2021-04-27,2021_2Q,3
광주 8계 2020-11368(1),중기,기타토지,기타토지,전남,나주시,전남 나주시 석현동 45-1 대상스크랩(채권자)내보관,"35,000,000","15,680,000",낙찰,"20,221,000",57.80%,2021-05-13,2021_2Q,3
광주 3계 2020-11924,대지,나대지,나대지,전남,영광군,전남 영광군 군서면 남계리 289,"6,945,000","6,945,000",낙찰,"23,145,000",333.30%,2021-04-29,2021_2Q,3
광주 4계 2020-11948,단독주택,단독,단독주택,전남,담양군,전남 담양군 용면 두장리 381-3,"149,889,800","149,889,800",낙찰,"180,011,000",120.10%,2021-04-13,2021_2Q,3
광주 4계 2020-12040(1),연립,연립주택,연립·빌라,전남,나주시,전남 나주시 다시면 월태리 587-110 신우아파트 3층 302호,"8,500,000","8,500,000",낙찰,"20,100,000",236.50%,2021-04-13,2021_2Q,3
광주 4계 2020-12040(2),대지,나대지,나대지,전남,나주시,전남 나주시 다시면 월태리 579-1,"9,879,200","9,879,200",낙찰,"20,100,000",203.50%,2021-04-13,2021_2Q,3
광주 4계 2020-12040(3),점포,근린상가,점포상가,전남,나주시,전남 나주시 문평면 옥당리 1246-6,"6,393,600","6,393,600",낙찰,"9,000,000",140.80%,2021-04-13,2021_2Q,3
광주 8계 2020-12194,아파트,아파트,아파트,전남,나주시,전남 나주시 남평읍 동사리 421 양우내안애리버시티 206동 24층 2401호,"252,000,000","176,400,000",낙찰,"240,777,000",95.50%,2021-06-24,2021_2Q,3
광주 4계 2020-12385,아파트,아파트,아파트,전남,화순군,전남 화순군 화순읍 일심리 670 화순청전 103동 5층 504호,"93,000,000","65,100,000",낙찰,"85,210,000",91.60%,2021-05-25,2021_2Q,3
광주 8계 2020-12422,대지,나대지,나대지,전남,나주시,전남 나주시 남평읍 우산리 1583,"81,270,000","56,889,000",낙찰,"73,000,000",89.80%,2021-04-01,2021_2Q,3
광주 10계 2020-12538,단독주택,단독,단독주택,전남,영광군,전남 영광군 영광읍 계송리 83-2,"6,963,970","6,963,970",낙찰,"7,155,000",102.70%,2021-06-25,2021_2Q,3
광주 4계 2020-12590(2),도로,기타토지,기타토지,전남,나주시,전남 나주시 왕곡면 행전리 338-5,"495,000","495,000",낙찰,"568,000",114.70%,2021-04-13,2021_2Q,3
광주 9계 2020-12712(1),임야,임야,임야,전남,담양군,전남 담양군 월산면 월평리 278-1,"15,945,000","15,945,000",낙찰,"20,460,000",128.30%,2021-04-21,2021_2Q,3
광주 9계 2020-12712(2),답,답,답,전남,담양군,전남 담양군 월산면 월산리 67-5,"27,495,000","19,247,000",낙찰,"23,599,900",85.80%,2021-06-02,2021_2Q,3
광주 9계 2020-12712(3),답,답,답,전남,담양군,전남 담양군 월산면 월산리 67-41,"728,500","728,500",낙찰,"800,000",109.80%,2021-06-02,2021_2Q,3
광주 1계 2020-12736(8),근린상가,근린상가,근린상가,전남,나주시,전남 나주시 빛가람동 284-1 에코타워 1동 4층 405호,"208,000,000","116,480,000",낙찰,"128,800,000",61.90%,2021-06-23,2021_2Q,3
광주 8계 2020-12804,연립,연립주택,연립·빌라,전남,영광군,전남 영광군 영광읍 교촌리 530 옥당 다동 1층 106호,"44,000,000","24,640,000",낙찰,"27,600,000",62.70%,2021-05-13,2021_2Q,3
광주 8계 2020-12880,임야,임야,임야,전남,장성군,전남 장성군 북하면 단전리 산49,"27,007,900","15,125,000",낙찰,"16,750,000",62.00%,2021-06-24,2021_2Q,3
광주 9계 2020-13111,대지,나대지,나대지,전남,나주시,전남 나주시 세지면 송제리 262,"36,621,200","36,621,200",낙찰,"57,000,000",155.60%,2021-04-21,2021_2Q,3
광주 2계 2020-13159(1),대지,나대지,나대지,전남,영광군,전남 영광군 군서면 가사리 257,"3,795,000","3,795,000",낙찰,"4,120,000",108.60%,2021-04-08,2021_2Q,3
광주 2계 2020-13159(2),대지,나대지,나대지,전남,영광군,전남 영광군 군서면 마읍리 348-35,"5,343,000","3,740,000",낙찰,"4,911,000",91.90%,2021-05-20,2021_2Q,3
광주 6계 2020-13302,근린상가,근린상가,근린상가,전남,나주시,전남 나주시 빛가람동 196-4 더클래스 4층 409호,"358,000,000","200,480,000",낙찰,"225,000,000",62.80%,2021-06-16,2021_2Q,3
광주 2계 2020-13371,임야,임야,임야,전남,장성군,전남 장성군 서삼면 용흥리 산29,"8,117,040","8,117,040",낙찰,"30,000,000",369.60%,2021-04-08,2021_2Q,3
광주 6계 2020-13401,대지,나대지,나대지,전남,곡성군,전남 곡성군 오곡면 덕산리 246-89,"3,697,350","3,697,350",낙찰,"4,162,400",112.60%,2021-06-16,2021_2Q,3
광주 7계 2020-13418,아파트,아파트,아파트,전남,영광군,전남 영광군 법성면 법성리 598-2 성산 101동 1층 105호,"60,000,000","42,000,000",낙찰,"55,270,010",92.10%,2021-05-11,2021_2Q,3
광주 8계 2020-13425,단독주택,단독,단독주택,전남,영광군,전남 영광군 법성면 법성리 1143-11,"99,173,200","99,173,200",낙찰,"99,850,000",100.70%,2021-04-01,2021_2Q,3
광주 9계 2020-13432,단독주택,단독,단독주택,전남,영광군,전남 영광군 법성면 법성리 1144-23 가동,"170,793,100","119,555,000",낙찰,"159,600,000",93.40%,2021-06-02,2021_2Q,3
광주 3계 2020-13463,아파트,아파트,아파트,전남,화순군,"전남 화순군 화순읍 대리 155 ,156-7,-8,-9 흥용한고을 101동 6층 605호","43,000,000","43,000,000",낙찰,"44,050,000",102.40%,2021-04-29,2021_2Q,3
광주 1계 2020-13548(2),아파트,아파트,아파트,전남,영광군,전남 영광군 영광읍 단주리 553 영광금호 101동 1층 103호,"83,000,000","58,100,000",낙찰,"73,950,000",89.10%,2021-06-23,2021_2Q,3
광주 2계 2020-13661,임야,임야,임야,전남,장성군,전남 장성군 북일면 신흥리 산53,"50,950,500","50,950,500",낙찰,"75,200,000",147.60%,2021-04-08,2021_2Q,3
광주 8계 2020-13722,전,전,전,전남,나주시,전남 나주시 산포면 화지리 206,"119,962,000","119,962,000",낙찰,"136,650,000",113.90%,2021-05-13,2021_2Q,3
광주 4계 2020-13999,답,답,답,전남,장성군,전남 장성군 북일면 문암리 207-6,"205,295,000","205,295,000",낙찰,"308,020,000",150.00%,2021-05-25,2021_2Q,3
광주 10계 2020-14077,임야,임야,임야,전남,담양군,전남 담양군 금성면 원율리 산7,"728,645,000","510,052,000",낙찰,"630,010,000",86.50%,2021-06-25,2021_2Q,3
광주 1계 2020-14183,답,답,답,전남,화순군,전남 화순군 도암면 정천리 274,"55,767,000","55,767,000",낙찰,"60,200,000",107.90%,2021-05-10,2021_2Q,3
광주 9계 2020-14343,단독주택,단독,단독주택,전남,담양군,전남 담양군 대전면 행성리 505,"126,594,000","126,594,000",낙찰,"165,212,000",130.50%,2021-06-02,2021_2Q,3
광주 1계 2020-14374,단독주택,단독,단독주택,전남,담양군,전남 담양군 월산면 신계리 394 가동,"68,870,800","68,870,800",낙찰,"82,660,000",120.00%,2021-05-10,2021_2Q,3
광주 4계 2020-14725(1),전,전,전,전남,화순군,전남 화순군 사평면 다산리 532-2,"10,115,000","10,115,000",낙찰,"11,000,000",108.70%,2021-05-25,2021_2Q,3
광주 4계 2020-14725(2),전,전,전,전남,화순군,전남 화순군 사평면 다산리 544,"10,793,000","10,793,000",낙찰,"15,789,000",146.30%,2021-05-25,2021_2Q,3
광주 7계 2020-14756,아파트,아파트,아파트,전남,화순군,"전남 화순군 화순읍 대리 37-8 ,91-12,94,97,546,640-3,-4,-9,-12,-8 한국아델리움 103동 9층 908호","161,000,000","112,700,000",낙찰,"131,215,000",81.50%,2021-06-22,2021_2Q,3
광주 8계 2020-14770,임야,임야,임야,전남,영광군,전남 영광군 염산면 상계리 산66,"129,126,000","129,126,000",낙찰,"151,100,000",117.00%,2021-06-24,2021_2Q,3
광주 4계 2020-60629(1),임야,임야,임야,전남,나주시,전남 나주시 다도면 방산리 산391,"244,955,600","109,740,000",낙찰,"109,740,000",44.80%,2021-04-13,2021_2Q,3
광주 3계 2020-64812,대지,나대지,나대지,전남,나주시,전남 나주시 금천면 신천리 612-1,"26,858,500","18,801,000",낙찰,"19,200,000",71.50%,2021-06-10,2021_2Q,3
광주 7계 2020-65778(2),전,전,전,전남,담양군,전남 담양군 봉산면 유산리 481,"3,912,600","1,753,000",낙찰,"2,579,990",65.90%,2021-03-30,2021_1Q,3
광주 6계 2020-66047,공장,공장(지식산업센터 업무시설),공장,전남,담양군,전남 담양군 월산면 월평리 278,"645,759,890","185,153,000",낙찰,"239,660,000",37.10%,2021-03-24,2021_1Q,3
광주 7계 2020-66344,전,전,전,전남,화순군,전남 화순군 사평면 다산리 784-2,"3,440,700","1,233,000",낙찰,"1,310,000",38.10%,2021-05-11,2021_2Q,3
광주 8계 2020-67439(1),임야,임야,임야,전남,화순군,전남 화순군 동면 마산리 산43-6,"2,162,900","1,211,000",낙찰,"1,681,000",77.70%,2021-06-24,2021_2Q,3
광주 5계 2020-67828,전,전,전,전남,영광군,전남 영광군 염산면 야월리 241-1,"10,990,000","4,923,000",낙찰,"5,000,000",45.50%,2021-04-27,2021_2Q,3
광주 7계 2020-67859,아파트,아파트,아파트,전남,나주시,전남 나주시 남평읍 동사리 409 나주남평강변도시양우내안애리버시티1차 101동 15층 1504호,"237,000,000","165,900,000",낙찰,"211,850,000",89.40%,2021-05-11,2021_2Q,3
광주 8계 2020-67996,대지,나대지,나대지,전남,나주시,전남 나주시 봉황면 죽석리 598-21,"32,508,000","22,756,000",낙찰,"30,130,000",92.70%,2021-04-01,2021_2Q,3
광주 3계 2020-69435,공장,공장(지식산업센터 업무시설),공장,전남,나주시,"전남 나주시 봉황면 와우리 1-29 가,다동","824,805,930","577,364,000",낙찰,"750,000,000",90.90%,2021-04-29,2021_2Q,3
광주 3계 2020-69596(2),전,전,전,전남,나주시,전남 나주시 문평면 동원리 13,"4,032,000","1,806,000",낙찰,"1,820,000",45.10%,2021-04-29,2021_2Q,3
광주 8계 2020-69633,대지,나대지,나대지,전남,영광군,전남 영광군 군남면 동월리 437,"25,317,000","17,722,000",낙찰,"19,350,000",76.40%,2021-04-01,2021_2Q,3
광주 10계 2020-69961(2),임야,임야,임야,전남,담양군,전남 담양군 금성면 금성리 925-3,"14,900,000","14,900,000",낙찰,"18,000,000",120.80%,2021-04-02,2021_2Q,3
광주 2계 2020-70732,전,전,전,전남,곡성군,전남 곡성군 석곡면 구봉리 459,"22,871,000","10,246,000",낙찰,"10,520,000",46.00%,2021-04-08,2021_2Q,3
광주 4계 2020-70985,전,전,전,전남,나주시,전남 나주시 문평면 동원리 240-1,"17,793,300","17,793,300",낙찰,"17,793,300",100.00%,2021-04-13,2021_2Q,3
광주 4계 2020-71728,답,답,답,전남,영광군,전남 영광군 군남면 양덕리 1757-12,"119,672,900","119,672,900",낙찰,"135,625,000",113.30%,2021-05-25,2021_2Q,3
광주 5계 2020-71940,과수원,과수원,과수원,전남,나주시,전남 나주시 송월동 916-3,"918,055,000","514,111,000",낙찰,"551,000,000",60.00%,2021-06-09,2021_2Q,3
광주 10계 2020-72011,임야,임야,임야,전남,영광군,전남 영광군 묘량면 삼효리 산154,"9,435,222","5,284,000",낙찰,"5,300,000",56.20%,2021-04-02,2021_2Q,3
광주 3계 2020-72035(2),답,답,답,전남,영광군,전남 영광군 염산면 봉남리 1242-11,"51,500,800","51,500,800",낙찰,"73,189,990",142.10%,2021-06-10,2021_2Q,3
광주 4계 2020-72059(1),임야,임야,임야,전남,화순군,전남 화순군 청풍면 백운리 산46-1,"58,640,400","58,640,400",낙찰,"101,500,000",173.10%,2021-04-13,2021_2Q,3
광주 4계 2020-72059(2),임야,임야,임야,전남,화순군,전남 화순군 청풍면 백운리 산48-1,"73,548,000","51,484,000",낙찰,"69,872,600",95.00%,2021-05-25,2021_2Q,3
광주 5계 2020-72066(1),임야,임야,임야,전남,담양군,전남 담양군 봉산면 기곡리 산129-4,"13,454,130","7,534,000",낙찰,"7,852,000",58.40%,2021-06-09,2021_2Q,3
광주 5계 2020-72066(3),임야,임야,임야,전남,담양군,전남 담양군 봉산면 유산리 산51-4,"87,333,480","61,133,000",낙찰,"67,111,000",76.80%,2021-04-27,2021_2Q,3
광주 8계 2020-72431(1),임야,임야,임야,전남,곡성군,전남 곡성군 목사동면 수곡리 산181,"5,200,680","3,640,000",낙찰,"5,599,999",107.70%,2021-05-13,2021_2Q,3
광주 8계 2020-72431(2),답,답,답,전남,곡성군,전남 곡성군 목사동면 수곡리 347,"3,322,400","1,861,000",낙찰,"2,218,000",66.80%,2021-06-24,2021_2Q,3
광주 8계 2020-72431(3),답,답,답,전남,곡성군,전남 곡성군 죽곡면 삼태리 37,"8,021,250","8,021,250",낙찰,"8,244,400",102.80%,2021-04-01,2021_2Q,3
광주 8계 2020-72431(4),묘지,기타토지,기타토지,전남,곡성군,전남 곡성군 죽곡면 당동리 377-2,"4,205,025","2,355,000",낙찰,"2,895,000",68.80%,2021-06-24,2021_2Q,3
광주 5계 2020-72837,전,전,전,전남,영광군,전남 영광군 묘량면 영양리 1079,"2,624,000","2,624,000",낙찰,"3,755,000",143.10%,2021-06-09,2021_2Q,3
광주 7계 2020-72844,대지,나대지,나대지,전남,곡성군,전남 곡성군 입면 삼오리 50,"8,845,000","8,845,000",낙찰,"10,055,000",113.70%,2021-05-11,2021_2Q,3
광주 3계 2020-72929,임야,임야,임야,전남,나주시,전남 나주시 노안면 오정리 산78,"73,308,400","51,316,000",낙찰,"52,300,000",71.30%,2021-04-29,2021_2Q,3
광주 6계 2020-72936(5),임야,임야,임야,전남,나주시,전남 나주시 다시면 동곡리 산34-1,"188,360,600","188,360,600",낙찰,"250,111,000",132.80%,2021-03-24,2021_1Q,3
광주 3계 2020-73038,전,전,전,전남,영광군,전남 영광군 홍농읍 상하리 251-4,"12,474,060","6,986,000",낙찰,"7,376,000",59.10%,2021-06-10,2021_2Q,3
광주 10계 2020-73373,대지,나대지,나대지,전남,나주시,전남 나주시 빛가람동 946-4,"711,507,200","711,507,200",낙찰,"866,923,800",121.80%,2021-05-14,2021_2Q,3
광주 10계 2020-73533,전,전,전,전남,나주시,전남 나주시 세지면 내정리 29-1,"12,507,000","12,507,000",낙찰,"12,507,000",100.00%,2021-04-02,2021_2Q,3
광주 3계 2020-73557,임야,임야,임야,전남,담양군,전남 담양군 대덕면 비차리 산224,"14,157,000","14,157,000",낙찰,"16,099,288",113.70%,2021-04-29,2021_2Q,3
광주 4계 2020-73724,답,답,답,전남,곡성군,전남 곡성군 곡성읍 구원리 855,"77,673,000","77,673,000",낙찰,"211,000,000",271.70%,2021-04-13,2021_2Q,3
광주 6계 2020-73786(1),임야,임야,임야,전남,화순군,전남 화순군 이서면 영평리 산95,"49,799,750","34,860,000",낙찰,"38,010,000",76.30%,2021-05-04,2021_2Q,3
광주 6계 2020-73786(3),전,전,전,전남,나주시,전남 나주시 왕곡면 덕산리 233-30,"16,404,000","9,186,000",낙찰,"9,990,000",60.90%,2021-06-16,2021_2Q,3
광주 6계 2020-73786(4),전,전,전,전남,나주시,전남 나주시 왕곡면 덕산리 233-33,"43,164,000","24,172,000",낙찰,"28,770,000",66.70%,2021-06-16,2021_2Q,3
광주 8계 2020-73939,임야,임야,임야,전남,영광군,전남 영광군 불갑면 생곡리 산56-3,"54,693,700","38,286,000",낙찰,"40,111,000",73.30%,2021-06-24,2021_2Q,3
광주 7계 2020-73960(1),임야,임야,임야,전남,나주시,전남 나주시 다도면 판촌리 123-6,"87,833,000","87,833,000",낙찰,"135,150,000",153.90%,2021-03-30,2021_1Q,3
광주 7계 2020-73960(2),전,전,전,전남,나주시,전남 나주시 다도면 판촌리 239,"25,517,000","17,862,000",낙찰,"20,000,000",78.40%,2021-05-11,2021_2Q,3
광주 6계 2020-74093(2),전,전,전,전남,장성군,전남 장성군 북하면 덕재리 330-1,"714,000","571,000",낙찰,"597,000",83.60%,2021-03-24,2021_1Q,3
