사건번호,용도,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일
진주 2계 2006-6361(2),전,경남 진주시 하촌동 86-5,"1,657,500","543,000",낙찰(5/7),"660,000",39.8%,2007.05.07
진주 4계 2006-6385,답,경남 진주시 지수면 승산리 436-1,"53,280,000","34,099,000",취하(2/2),0,0%,2007.01.22
진주 4계 2006-6439,근린주택,경남 진주시 일반성면 창촌리 546-4,"68,716,400","43,978,000",낙찰(2/3),"44,100,000",64.2%,2007.02.26
진주 5계 2006-6446,전,경남 진주시 주약동 210,"35,140,000","11,515,000",낙찰(5/7),"13,110,000",37.3%,2007.04.30
진주 1계 2006-6453,아파트,경남 진주시 이현동 111-4 신익무지개 가동 5층 501호,"52,000,000","41,600,000",취하(1/2),0,0%,2007.03.15
진주 1계 2006-6569,전,경남 산청군 산청읍 부리 741,"8,316,600","5,322,000",낙찰(2/3),"7,050,000",84.8%,2007.01.15
진주 4계 2006-6606(2),잡종지,경남 하동군 북천면 직전리 597-20,"1,583,580","519,000",낙찰(5/6),"530,000",33.5%,2007.03.26
진주 3계 2006-6613,답,경남 하동군 하동읍 읍내리 37-2,"5,572,000","2,282,000",낙찰(4/7),"2,310,000",41.5%,2007.06.11
진주 1계 2006-6620,아파트,"경남 산청군 시천면 사리 726-4 , 725-1, 726-8 덕산빌라 3층 307호","40,000,000","20,480,000",낙찰(3/4),"21,220,000",53.0%,2007.01.15
진주 4계 2006-6651(1),단독주택,경남 진주시 이현동 429,"102,898,300","102,898,300",낙찰(0/1),"115,500,000",112.2%,2007.01.22
진주 4계 2006-6651(2),임야,경남 진주시 이현동 산38,"68,629,900","68,629,900",유찰(1/2),0,0%,2007.03.26
진주 4계 2006-6651(3),임야,경남 진주시 이현동 산43,"46,117,500","36,894,000",낙찰(1/2),"38,551,000",83.6%,2007.02.26
진주 4계 2006-6651(4),임야,경남 진주시 이현동 산78,"4,464,000","2,286,000",낙찰(3/5),"2,300,000",51.5%,2007.06.25
진주 4계 2006-6651(5),전,경남 진주시 이현동 1072,"14,176,000","14,176,000",낙찰(0/1),"17,210,000",121.4%,2007.01.22
진주 4계 2006-6651(6),전,경남 진주시 이현동 1081,"20,972,000","10,738,000",낙찰(3/4),"15,700,000",74.9%,2007.04.23
진주 4계 2006-6705(1),답,경남 남해군 남면 선구리 12,"55,150,000","22,590,000",낙찰(4/5),"26,100,000",47.3%,2007.02.26
진주 1계 2006-6736(1),전,경남 산청군 생초면 갈전리 546-3,"4,300,000","1,762,000",낙찰(4/5),"1,900,000",44.2%,2007.02.12
진주 1계 2006-6736(2),단독주택,경남 산청군 생초면 갈전리 513,"42,084,700","17,238,000",낙찰(4/5),"19,000,000",45.1%,2007.02.12
진주 1계 2006-6736(3),전,경남 산청군 생초면 평촌리 487,"50,002,000","32,002,000",낙찰(2/4),"36,300,000",72.6%,2007.01.15
진주 1계 2006-6767,임야,경남 남해군 미조면 미조리 산397,"65,610,000","26,874,000",낙찰(4/5),"30,600,000",46.6%,2007.02.12
진주 3계 2006-6781,전,경남 진주시 진성면 가진리 1540,"7,880,000","4,034,000",낙찰(3/4),"4,210,000",53.4%,2007.03.12
진주 1계 2006-6798,대지,경남 진주시 상봉동 967-1,"4,790,895","1,005,000",낙찰(7/8),"1,370,000",28.6%,2007.05.21
진주 1계 2006-6842,임야,경남 하동군 고전면 신월리 산27-1,"20,727,300","6,792,000",낙찰(5/7),"9,280,000",44.8%,2007.05.21
진주 2계 2006-6903(1),답,경남 사천시 정동면 소곡리 147-1,"14,970,000","7,665,000",낙찰(3/4),"8,120,000",54.2%,2007.01.29
진주 2계 2006-6903(2),답,경남 사천시 정동면 소곡리 295-4,"32,592,000","16,687,000",낙찰(3/4),"21,550,000",66.1%,2007.01.29
진주 2계 2006-6903(3),임야,경남 사천시 정동면 소곡리 산7,"1,753,380","1,753,380",낙찰(0/2),"1,810,000",103.2%,2007.01.02
진주 4계 2006-6910,기타부동산,경남 하동군 진교면 안심리 396,"886,382,170","567,285,000",낙찰(2/3),"590,000,000",66.6%,2007.02.26
진주 1계 2006-6941(1),대지,경남 사천시 곤양면 성내리 172-5,"11,520,000","3,774,000",낙찰(5/6),"3,896,100",33.8%,2007.03.19
진주 1계 2006-6965,아파트상가,경남 사천시 죽림동 576 신우심포니타운 상가동 2층 201호,"78,000,000","31,949,000",낙찰(4/5),"37,210,000",47.7%,2007.03.19
진주 3계 2006-6989,단독주택,경남 진주시 칠암동 6-30,"23,221,280","11,890,000",낙찰(3/4),"13,600,000",58.6%,2007.01.08
진주 1계 2006-6996(1),전,경남 하동군 진교면 진교리 149-2,"2,492,400","1,276,000",낙찰(3/4),"1,316,000",52.8%,2007.01.15
진주 1계 2006-6996(2),전,경남 하동군 진교면 진교리 779-2,"18,545,000","4,862,000",낙찰(6/7),"4,866,000",26.2%,2007.04.16
진주 1계 2006-6996(3),답,경남 하동군 진교면 진교리 791-1,"18,840,000","7,717,000",낙찰(4/5),"7,919,000",42.0%,2007.02.12
진주 2계 2006-7005,근린주택,경남 진주시 신안동 7-6,"546,299,000","279,705,000",낙찰(3/4),"361,111,000",66.1%,2007.04.02
진주 2계 2006-7012(1),답,경남 산청군 신등면 율현리 30,"8,841,000","3,621,000",낙찰(4/5),"4,010,000",45.4%,2007.01.29
진주 2계 2006-7012(2),단독주택,경남 산청군 신등면 율현리 243,"29,514,940","15,112,000",낙찰(3/4),"18,900,000",64.0%,2007.01.02
진주 2계 2006-7050,전,경남 산청군 신안면 안봉리 111,"24,249,600","15,520,000",낙찰(2/4),"15,780,000",65.1%,2007.01.29
진주 4계 2006-7074(2),답,경남 하동군 옥종면 위태리 1077,"25,622,400","13,118,000",취하(4/4),0,0%,2007.02.07
진주 4계 2006-7111(1),단독주택,경남 산청군 생초면 신연리 497,"70,355,100","56,284,000",취하(1/1),0,0%,2007.01.22
진주 4계 2006-7111(2),답,경남 산청군 생초면 월곡리 205,"13,446,000","10,757,000",취하(1/1),0,0%,2007.01.22
진주 4계 2006-7111(3),답,경남 산청군 생초면 월곡리 658-5,"14,400,000","11,520,000",취하(1/1),0,0%,2007.01.22
진주 4계 2006-7111(4),전,경남 산청군 생초면 월곡리 1475,"6,633,000","5,306,000",취하(1/1),0,0%,2007.01.22
진주 1계 2006-7142,단독주택,경남 남해군 이동면 초음리 29-9,"63,399,400","63,399,400",낙찰(0/3),"105,000,000",165.6%,2007.01.15
진주 1계 2006-7166,단독주택,경남 남해군 이동면 초음리 1988-1,"36,609,120","14,995,000",낙찰(4/5),"16,210,000",44.3%,2007.02.12
진주 2계 2006-7265,근린상가,경남 진주시 인사동 9-2,"850,815,200","435,618,000",낙찰(3/4),"496,000,000",58.3%,2007.01.02
진주 3계 2006-7319(2),답,경남 남해군 삼동면 동천리 505,"8,050,000","6,440,000",낙찰(1/3),"6,570,000",81.6%,2007.01.08
진주 4계 2006-7326,임야,경남 산청군 신안면 하정리 산55-1,"1,055,620,000","540,478,000",취하(3/3),0,0%,2007.02.26
진주 1계 2006-7340,전,경남 진주시 사봉면 부계리 666,"10,045,825","6,430,000",낙찰(2/3),"6,435,000",64.1%,2007.01.15
진주 4계 2006-7364(1),전,경남 하동군 고전면 범아리 900-2,"11,742,000","6,012,000",낙찰(3/4),"7,100,100",60.5%,2007.01.22
진주 4계 2006-7364(2),답,경남 하동군 고전면 범아리 954-2,"20,509,000","13,126,000",낙찰(2/4),"14,600,000",71.2%,2007.01.22
진주 4계 2006-7371,근린주택,경남 진주시 상평동 255-9,"231,724,800","185,380,000",낙찰(1/4),"200,650,000",86.6%,2007.03.26
진주 1계 2006-7395,근린상가,경남 남해군 남해읍 서변리 65-22,"133,843,400","68,528,000",낙찰(3/4),"71,500,000",53.4%,2007.01.15
진주 4계 2006-7432(1),단독주택,경남 진주시 지수면 승산리 254,"43,861,500","22,457,000",낙찰(3/4),"25,000,000",57.0%,2007.01.22
진주 4계 2006-7432(2),답,경남 진주시 지수면 청담리 636,"14,620,000","7,486,000",낙찰(3/4),"8,010,000",54.8%,2007.01.22
진주 2계 2006-7463,단독주택,경남 진주시 봉곡동 445-9 541호,"94,299,600","60,352,000",낙찰(2/3),"63,110,000",66.9%,2007.01.02
진주 3계 2006-7494,대지,경남 진주시 내동면 신율리 58-1,"46,728,000","37,382,000",취하(1/1),0,0%,2007.01.08
진주 1계 2006-7500(1),전,경남 하동군 금성면 갈사리 326-1,"20,844,000","8,538,000",낙찰(4/7),"9,180,000",44.0%,2007.05.21
진주 2계 2006-7517(1),답,경남 사천시 서포면 금진리 560-6,"42,313,000","21,664,000",낙찰(3/4),"25,120,000",59.4%,2007.03.05
진주 2계 2006-7517(2),답,경남 하동군 진교면 송원리 50-41,"3,735,000","2,988,000",낙찰(1/3),"3,220,000",86.2%,2007.01.29
진주 4계 2006-7531(2),창고,경남 하동군 북천면 옥정리 602-1,"13,977,000","5,726,000",낙찰(4/5),"6,100,000",43.6%,2007.02.26
진주 4계 2006-7531(4),답,경남 하동군 북천면 옥정리 727,"9,522,000","1,997,000",낙찰(7/8),"2,570,000",27.0%,2007.05.28
진주 3계 2006-7609,답,경남 산청군 단성면 사월리 295,"6,825,000","1,789,000",낙찰(6/8),"1,810,000",26.5%,2007.06.11
진주 2계 2006-7623,단독주택,"경남 하동군 금남면 노량리 774-29 ,774-30","120,754,500","120,754,500",취하(0/0),0,0%,2007.01.29
진주 4계 2006-7647(2),답,경남 남해군 설천면 금음리 1438-1,"896,000","459,000",기각(3/3),0,0%,2007.03.06
진주 1계 2006-7661(1),답,경남 산청군 신등면 모례리 768,"2,620,800","859,000",낙찰(5/7),"951,000",36.3%,2007.04.16
진주 1계 2006-7661(2),임야,경남 산청군 신안면 외송리 산240-2,"3,273,300","1,676,000",낙찰(3/4),"1,680,000",51.3%,2007.01.15
진주 4계 2006-7692(1),전,경남 하동군 고전면 고하리 862,"8,464,000","5,417,000",낙찰(2/3),"6,000,000",70.9%,2007.01.22
진주 4계 2006-7692(2),전,경남 하동군 고전면 고하리 913,"3,703,000","2,370,000",낙찰(2/3),"2,650,000",71.6%,2007.01.22
진주 4계 2006-7692(3),단독주택,경남 하동군 고전면 고하리 924,"32,064,500","20,522,000",낙찰(2/3),"25,000,000",78.0%,2007.01.22
진주 3계 2006-7708,공장,"경남 진주시 문산읍 상문리 121-1 , 122-2","3,383,030,260","1,733,592,000",낙찰(3/4),"1,887,760,000",55.8%,2007.03.12
진주 1계 2006-7715(1),도로,경남 산청군 차황면 상법리 182-1,"5,260,000","1,723,000",낙찰(5/6),"1,850,000",35.2%,2007.03.19
진주 1계 2006-7715(2),답,경남 산청군 차황면 상법리 200,"10,476,000","5,364,000",낙찰(3/4),"6,000,000",57.3%,2007.01.15
진주 1계 2006-7715(3),답,경남 산청군 차황면 상법리 204,"8,792,800","2,882,000",낙찰(5/6),"3,050,000",34.7%,2007.03.19
진주 2계 2006-7722,잡종지,경남 하동군 북천면 화정리 1275,"3,822,000","2,446,000",낙찰(2/3),"2,828,000",74.0%,2007.01.02
진주 4계 2006-7791,답,경남 하동군 옥종면 청룡리 85,"75,186,000","60,149,000",취하(1/1),0,0%,2007.01.04
진주 5계 2006-7814,단독주택,경남 사천시 곤양면 검정리 443-12,"61,381,840","25,142,000",낙찰(4/6),"35,720,000",58.2%,2007.05.28
진주 1계 2006-7821,차량,경남 진주시 계동 37 현대캐피탈 진주지점 주차장내 보관,"11,000,000","7,040,000",취하(2/2),0,0%,2007.01.15
진주 4계 2006-7852,숙박시설,경남 남해군 미조면 송정리 648-1,"936,429,600","383,562,000",낙찰(4/6),"402,000,000",42.9%,2007.04.23
진주 1계 2006-7876,임야,경남 진주시 집현면 사촌리 산194-1,"51,078,300","23,537,000",낙찰(3/4),"30,180,000",59.1%,2007.01.15
진주 2계 2006-7883,단독주택,경남 하동군 하동읍 읍내리 1243 1호,"51,958,150","33,254,000",낙찰(2/4),"33,304,000",64.1%,2007.03.05
진주 3계 2006-7944,임야,경남 사천시 곤명면 마곡리 산89,"28,562,400","18,280,000",낙찰(2/4),"25,110,000",87.9%,2007.02.05
진주 1계 2006-7975,단독주택,경남 진주시 망경동 160-2,"119,968,460","61,424,000",낙찰(3/4),"65,200,000",54.3%,2007.02.12
진주 2계 2006-8039(2),답,경남 남해군 남해읍 아산리 413-2,"87,631,400","35,894,000",낙찰(4/6),"44,912,000",51.3%,2007.05.07
진주 5계 2006-8107,기타부동산,경남 사천시 곤양면 흥사리 41-1,"35,498,680","35,498,680",낙찰(0/1),"36,100,000",101.7%,2007.04.30
진주 5계 2006-8114,근린주택,경남 진주시 장대동 131-17,"629,671,500","402,990,000",낙찰(2/3),"435,000,000",69.1%,2007.03.26
진주 2계 2006-8138,단독주택,경남 진주시 이반성면 장안리 956-2,"75,208,200","38,507,000",낙찰(3/4),"45,050,000",59.9%,2007.01.29
진주 3계 2006-8145,축사,"경남 하동군 북천면 서황리 172 , 173","82,837,000","53,016,000",낙찰(2/4),"61,100,000",73.8%,2007.02.05
진주 2계 2006-8183,전,경남 사천시 사천읍 구암리 356,"8,100,400","4,147,000",낙찰(3/4),"4,210,000",52.0%,2007.01.29
진주 1계 2006-8220,기타부동산,경남 사천시 사천읍 구암리 1440-3,"845,750,000","541,280,000",낙찰(2/3),"619,990,000",73.3%,2007.02.12
진주 2계 2006-8237(1),전,경남 남해군 고현면 오곡리 1463,"9,648,000","6,174,000",기각(3/3),0,0%,2007.01.29
진주 2계 2006-8237(2),전,경남 남해군 고현면 오곡리 1461-1,"22,980,000","14,707,000",기각(3/3),0,0%,2007.01.29
진주 4계 2006-8268(1),전,경남 산청군 생초면 계남리 491,"10,544,400","4,319,000",낙찰(4/5),"4,350,000",41.3%,2007.02.26
진주 4계 2006-8268(2),전,경남 산청군 생초면 계남리 547,"6,239,000","2,555,000",낙찰(4/5),"2,600,000",41.7%,2007.02.26
진주 5계 2006-8275,축사,"경남 산청군 신등면 평지리 1134 , 1135, 1160","51,564,600","21,122,000",낙찰(4/5),"22,350,000",43.3%,2007.02.26
진주 2계 2006-8299(1),잡종지,경남 하동군 고전면 대덕리 189-1,"18,684,000","11,958,000",낙찰(2/3),"13,200,000",70.6%,2007.01.02
진주 2계 2006-8299(3),답,경남 하동군 진교면 백련리 641,"4,353,250","913,000",낙찰(7/8),"913,000",21.0%,2007.06.04
진주 2계 2006-8305,답,경남 하동군 고전면 성평리 606-2,"34,935,000","22,358,000",낙찰(2/3),"23,258,000",66.6%,2007.01.02
진주 4계 2006-8312(4),전,경남 하동군 고전면 대덕리 297,"3,590,000","1,838,000",낙찰(3/4),"1,931,000",53.8%,2007.02.26
진주 3계 2006-8329(1),전,경남 하동군 하동읍 읍내리 789-9,"10,700,000","4,382,000",취하(4/4),0,0%,2007.02.05
진주 3계 2006-8329(2),대지,경남 하동군 하동읍 읍내리 1178,"116,700,000","47,800,000",취하(4/4),0,0%,2007.02.05
진주 1계 2006-8336,단독주택,경남 하동군 하동읍 읍내리 865-1,"33,770,660","17,291,000",낙찰(3/4),"17,530,000",51.9%,2007.01.15
진주 3계 2006-8350(1),대지,경남 진주시 판문동 815-2,"3,900,000","3,900,000",낙찰(0/2),"5,130,000",131.5%,2007.01.08
진주 3계 2006-8350(2),답,경남 산청군 단성면 남사리 458-1,"3,756,000","3,756,000",낙찰(0/2),"3,850,000",102.5%,2007.01.08
진주 3계 2006-8381,단독주택,경남 산청군 단성면 남사리 261-3,"48,077,900","48,077,900",취하(0/0),0,0%,2007.01.08
진주 1계 2006-8398,근린주택,경남 남해군 남해읍 남변리 369-2,"304,631,270","155,971,000",낙찰(3/4),"183,300,000",60.2%,2007.01.15
진주 1계 2006-8411,단독주택,경남 산청군 신등면 장천리 281-4,"46,868,400","19,198,000",낙찰(4/5),"19,720,000",42.1%,2007.02.12
진주 4계 2006-8428,근린주택,경남 산청군 생초면 어서리 276-6,"248,930,800","127,453,000",낙찰(3/4),"127,453,000",51.2%,2007.01.22
진주 3계 2006-8435,전,경남 진주시 집현면 냉정리 609-1,"6,716,000","3,438,000",낙찰(3/4),"3,500,000",52.1%,2007.01.08
진주 2계 2006-8466,아파트,경남 진주시 평거동 345 하영무지개맨션 4층 409호,"87,000,000","87,000,000",낙찰(0/1),"101,000,000",116.1%,2007.01.02
진주 2계 2006-8510,답,경남 진주시 금산면 갈전리 46,"20,944,800","16,756,000",낙찰(1/3),"17,033,333",81.3%,2007.01.02
진주 4계 2006-8527(2),답,경남 하동군 옥종면 궁항리 54,"2,688,000","1,376,000",낙찰(3/4),"2,032,800",75.6%,2007.01.22
진주 4계 2006-8527(3),답,경남 하동군 옥종면 위태리 1188-1,"832,000","426,000",낙찰(3/4),"427,000",51.3%,2007.01.22
진주 4계 2006-8527(5),답,경남 하동군 옥종면 위태리 1780,"26,354,900","13,494,000",낙찰(3/4),"16,786,000",63.7%,2007.01.22
진주 4계 2006-8534(1),답,경남 하동군 옥종면 위태리 1319-1,"50,232,000","20,575,000",취하(4/4),0,0%,2007.02.26
진주 4계 2006-8534(2),임야,경남 하동군 횡천면 전대리 산6,"35,363,300","14,485,000",취하(4/4),0,0%,2007.02.26
진주 3계 2006-8541(1),답,경남 하동군 옥종면 위태리 1791,"34,740,000","17,787,000",낙찰(3/4),"20,100,000",57.9%,2007.01.08
진주 3계 2006-8541(2),단독주택,경남 하동군 옥종면 위태리 1166-3,"44,476,700","22,772,000",낙찰(3/4),"26,300,000",59.1%,2007.01.08
진주 1계 2006-8558(1),답,경남 하동군 옥종면 위태리 1187-1,"55,619,400","28,478,000",낙찰(3/4),"32,250,000",58.0%,2007.01.15
진주 1계 2006-8558(2),답,경남 하동군 옥종면 위태리 1793,"7,340,000","3,758,000",낙찰(3/4),"4,510,000",61.4%,2007.01.15
진주 2계 2006-8565,단독주택,경남 진주시 이현동 287,"61,760,000","39,526,000",낙찰(2/3),"49,000,000",79.3%,2007.01.02
진주 4계 2006-8596(1),단독주택,경남 남해군 상주면 상주리 1984-5,"44,264,640","28,330,000",낙찰(2/3),"31,120,000",70.3%,2007.02.26
진주 4계 2006-8596(2),답,경남 남해군 상주면 상주리 1996,"11,484,000","5,880,000",낙찰(3/4),"6,139,000",53.5%,2007.02.26
진주 4계 2006-8596(3),답,경남 남해군 상주면 상주리 2010-3,"4,158,000","1,090,000",낙찰(6/7),"1,300,000",31.3%,2007.05.28
진주 1계 2006-8619,단독주택,"경남 하동군 고전면 범아리 920-4 ,산87","54,541,400","27,925,000",낙찰(3/4),"34,900,000",64.0%,2007.01.15
진주 2계 2006-8633,아파트상가,"경남 진주시 강남동 219 동성가든타워 101,102,103,상가동 지하1층 상가-109호","22,000,000","9,011,000",낙찰(4/5),"9,100,000",41.4%,2007.03.05
진주 2계 2006-8671,아파트,경남 진주시 평거동 345 하영무지개맨션 11층 1108호,"100,000,000","80,000,000",낙찰(1/2),"95,050,000",95.0%,2007.03.05
진주 1계 2006-8718(1),전,경남 진주시 대곡면 덕곡리 1067,"15,529,500","6,361,000",낙찰(4/5),"6,370,000",41.0%,2007.02.12
진주 2계 2006-8725,단독주택,경남 진주시 상봉동 885-8,"80,110,400","80,110,400",낙찰(0/1),"80,120,000",100.0%,2007.03.05
진주 4계 2006-8749,차량,경남 진주시 신안동 14-1 엘지카드 지하3층 주차장내 보관,"7,500,000","4,800,000",낙찰(2/3),"5,820,010",77.6%,2007.01.22
진주 4계 2006-8794,근린주택,경남 진주시 신안동 5-28,"1,401,724,860","717,683,000",낙찰(3/4),"731,100,000",52.2%,2007.03.26
진주 1계 2006-8817,기타부동산,경남 하동군 하동읍 두곡리 687-7,"109,660,120","70,182,000",낙찰(2/3),"71,250,000",65.0%,2007.01.15
진주 2계 2006-8824,종교용지,경남 진주시 대곡면 설매리 6-1,"39,755,000","31,804,000",낙찰(1/2),"38,000,000",95.6%,2007.01.02
진주 1계 2006-8862(1),답,경남 남해군 고현면 포상리 1194,"10,285,000","4,213,000",낙찰(4/6),"5,550,000",54.0%,2007.05.21
진주 1계 2006-8862(2),답,경남 남해군 고현면 포상리 1199,"34,145,000","13,986,000",낙찰(4/5),"14,117,000",41.3%,2007.03.19
진주 2계 2006-8879,근린상가,경남 진주시 신안동 17-16,"536,296,680","343,230,000",낙찰(2/3),"397,270,000",74.1%,2007.01.02
진주 3계 2006-8909,단독주택,경남 진주시 칠암동 112-29,"42,089,260","21,550,000",낙찰(3/4),"27,235,000",64.7%,2007.01.08
진주 1계 2006-8916,아파트,"경남 진주시 평거동 737 , 461-1 한보타운 103동 10층 1004호","73,000,000","73,000,000",낙찰(0/1),"74,200,000",101.6%,2007.01.15
진주 4계 2006-8930(1),답,경남 남해군 삼동면 봉화리 1838-1,"35,896,000","35,896,000",낙찰(0/1),"42,890,000",119.5%,2007.03.26
진주 4계 2006-8930(2),답,경남 남해군 삼동면 봉화리 1840,"4,765,600","3,812,000",낙찰(1/2),"4,700,000",98.6%,2007.04.23
진주 4계 2006-8930(3),전,경남 남해군 삼동면 봉화리 1876,"2,856,000","2,856,000",낙찰(0/1),"3,190,000",111.7%,2007.03.26
진주 4계 2006-8930(4),답,경남 남해군 삼동면 봉화리 1951,"4,760,000","4,760,000",낙찰(0/1),"5,890,000",123.7%,2007.03.26
진주 4계 2006-8930(5),답,경남 남해군 삼동면 봉화리 2395,"33,350,400","26,680,000",낙찰(1/2),"27,790,000",83.3%,2007.04.23
진주 4계 2006-8930(6),답,경남 남해군 삼동면 봉화리 2410,"37,037,000","23,704,000",낙찰(2/3),"31,500,000",85.1%,2007.05.28
진주 2계 2006-9032,단독주택,경남 진주시 수곡면 효자리 2-5,"50,642,560","16,594,000",낙찰(5/6),"25,000,000",49.4%,2007.04.02
진주 3계 2006-9087,단독주택,경남 진주시 지수면 압사리 471-1,"65,807,880","33,694,000",낙찰(3/4),"45,000,000",68.4%,2007.01.08
진주 1계 2006-9094,답,경남 진주시 지수면 청담리 215,"23,229,000","18,583,000",낙찰(1/3),"20,660,000",88.9%,2007.02.12
진주 5계 2006-9148(1),축사,경남 산청군 차황면 상법리 183,"45,295,600","23,191,000",낙찰(3/4),"26,100,000",57.6%,2007.03.26
진주 5계 2006-9148(2),하천,경남 산청군 차황면 상법리 193,"2,499,000","1,599,000",낙찰(2/3),"1,650,000",66.0%,2007.02.26
진주 5계 2006-9148(3),답,경남 산청군 차황면 상법리 199-1,"22,142,500","14,171,000",낙찰(2/3),"16,110,000",72.8%,2007.02.26
진주 5계 2006-9148(4),하천,경남 산청군 차황면 상법리 202,"14,101,500","9,025,000",낙찰(2/3),"11,510,000",81.6%,2007.02.26
진주 5계 2006-9148(5),대지,경남 산청군 차황면 상법리 329,"22,095,000","14,141,000",낙찰(2/3),"16,110,000",72.9%,2007.02.26
진주 2계 2006-9216,숙박시설,경남 하동군 하동읍 읍내리 1340 2호,"198,125,500","126,800,000",낙찰(2/3),"127,700,000",64.5%,2007.01.02
진주 4계 2006-9285,대지,경남 진주시 내동면 삼계리 443,"26,784,000","13,714,000",낙찰(3/4),"20,110,000",75.1%,2007.02.26
진주 3계 2006-9391,답,경남 사천시 곤명면 조장리 440-3,"20,128,000","8,245,000",취하(4/4),0,0%,2007.03.12
진주 1계 2006-9407,근린주택,경남 하동군 화개면 덕은리 821 1호,"586,893,600","300,490,000",낙찰(3/4),"345,000,000",58.8%,2007.02.12
진주 3계 2006-9421,단독주택,"경남 하동군 화개면 탑리 670-1 ,670-2","110,347,260","110,347,260",낙찰(0/2),"121,000,000",109.7%,2007.01.08
진주 3계 2006-9445(1),답,경남 하동군 북천면 화정리 313,"5,460,000","5,460,000",낙찰(0/1),"5,560,000",101.8%,2007.02.05
진주 3계 2006-9445(2),전,경남 하동군 북천면 화정리 656,"119,612,700","119,612,700",낙찰(0/1),"151,110,000",126.3%,2007.02.05
진주 3계 2006-9445(3),답,경남 하동군 북천면 화정리 488,"6,805,400","5,444,000",취하(2/2),0,0%,2007.03.21
진주 4계 2006-9483,전,경남 진주시 상봉동 477-1,"28,630,000","11,726,000",낙찰(4/5),"15,100,000",52.7%,2007.02.26
진주 5계 2006-9490,숙박시설,경남 남해군 삼동면 동천리 1517-38,"1,556,420,480","510,008,000",낙찰(5/6),"578,050,000",37.1%,2007.04.30
진주 4계 2006-9537,답,경남 남해군 서면 남상리 915-2,"1,708,000","1,093,000",낙찰(2/3),"1,200,000",70.3%,2007.02.26
진주 3계 2006-9544,단독주택,경남 진주시 장대동 62-11 298호,"108,978,000","69,746,000",낙찰(2/3),"95,000,000",87.2%,2007.01.08
진주 1계 2006-9551(1),임야,경남 하동군 진교면 진교리 산9-4,"67,868,000","22,238,000",낙찰(5/7),"25,510,000",37.6%,2007.06.18
진주 2계 2006-9568,아파트,경남 진주시 평거동 136-6 대경그린파크 1동 2층 201호,"70,000,000","56,000,000",낙찰(1/3),"62,750,000",89.6%,2007.01.29
진주 2계 2006-9575,임야,경남 사천시 곤명면 봉계리 산53,"13,470,000","13,470,000",낙찰(0/1),"30,380,000",225.5%,2007.05.07
진주 3계 2006-9599,단독주택,경남 진주시 상대동 330-61,"189,080,700","151,265,000",취하(2/2),0,0%,2007.03.16
진주 2계 2006-9629,아파트,경남 사천시 서동 178-6 화신동백빌라맨션 가동 4층 401호,"37,000,000","23,680,000",낙찰(2/3),"25,112,000",67.9%,2007.01.02
진주 1계 2006-9636,단독주택,경남 사천시 서동 204-1,"38,597,940","12,648,000",낙찰(5/6),"15,200,000",39.4%,2007.04.16
진주 3계 2006-9650(2),대지,경남 하동군 화개면 용강리 134-7,"11,217,900","11,217,900",기각(0/0),0,0%,2007.06.15
진주 3계 2006-9650(3),단독주택,경남 하동군 화개면 삼신리 331,"39,073,080","39,073,080",기각(0/0),0,0%,2007.06.15
진주 3계 2006-9650(4),전,경남 하동군 화개면 삼신리 377,"3,875,000","3,875,000",기각(0/0),0,0%,2007.06.15
진주 2계 2006-9681(1),축사,경남 남해군 설천면 진목리 1309,"64,201,100","26,297,000",낙찰(4/5),"30,220,000",47.1%,2007.03.05
진주 2계 2006-9681(3),단독주택,경남 남해군 설천면 진목리 1371-1,"26,742,100","17,115,000",낙찰(2/3),"18,300,000",68.4%,2007.01.02
진주 2계 2006-9681(4),전,경남 남해군 설천면 진목리 1512-1,"6,060,900","3,879,000",낙찰(2/3),"4,500,000",74.2%,2007.01.02
진주 1계 2006-9742,단독주택,경남 하동군 횡천면 여의리 432,"37,858,900","19,384,000",낙찰(3/4),"20,300,000",53.6%,2007.02.12
진주 3계 2006-9766,단독주택,경남 하동군 진교면 진교리 209,"57,546,200","29,464,000",낙찰(3/4),"33,050,000",57.4%,2007.02.05
진주 1계 2006-9773(1),대지,경남 진주시 금곡면 동례리 188,"17,100,000","11,780,000",취하(0/0),0,0%,2007.03.28
진주 1계 2006-9773(2),단독주택,경남 진주시 금곡면 동례리 188,0,0,취하(0/0),0,0%,2007.03.28
진주 2계 2006-9797,전,경남 사천시 정동면 화암리 503-2,"43,743,000","27,995,000",낙찰(2/3),"28,511,000",65.2%,2007.01.02
진주 4계 2006-9803,답,경남 진주시 수곡면 대천리 44-2,"60,520,000","38,733,000",낙찰(2/3),"41,890,000",69.2%,2007.01.22
진주 1계 2006-9841,축사,경남 남해군 고현면 오곡리 491-1 가동호,"90,864,100","37,218,000",낙찰(4/5),"38,300,000",42.2%,2007.03.19
진주 1계 2006-9889,아파트,"경남 진주시 상대동 472 ,476 현대 9동 1층 102호","115,000,000","92,000,000",낙찰(1/2),"100,110,000",87.1%,2007.02.12
진주 4계 2006-9919(1),답,경남 산청군 신안면 외송리 410,"2,964,600","1,518,000",취하(3/3),0,0%,2007.03.26
진주 4계 2006-9919(2),답,경남 산청군 신안면 외송리 474-1,"21,531,000","17,225,000",취하(1/2),0,0%,2007.03.26
