id,region_file,province,district,address
955962,경기_new,경기,광주시,경기 광주시 회덕동 116-11
956056,경기_new,경기,여주시,경기 여주시 천송동 599 여주케이씨씨스위첸 103동 6층 602호
956059,경기_new,경기,이천시,경기 이천시 송정동 311-1 신일 201동 3층 304호
956090,경기_new,경기,평택시,경기 평택시 신장동 627-15 오페라하우스 D동 4층 402호
956323,경기_new,경기,평택시,경기 평택시 세교동 573 힐스테이트평택 104동 10층 1004호
956343,경기_new,경기,시흥시,"경기 시흥시 조남동 707-3 ,707-2 목감로얄팰리스1 1층 104호"
956725,경기_new,경기,의정부시,"경기 의정부시 호원동 226-97 ,226-350,226-353 담린 101동 4층 401호"
956748,경기_new,경기,양주시,경기 양주시 광사동 224-11 힐링타운 101동 지층 비101호
956791,경기_new,경기,동두천시,경기 동두천시 지행동 722-3 동두천싸이언스타워 7층 701호
956798,경기_new,경기,의정부시,경기 의정부시 신곡동 765-4 삼성플러스 11층 1116호
956870,경기_new,경기,고양시,경기 고양시 일산동구 성석동 195-31 골든힐스빌 102동 3층 301호
956914,경기_new,경기,고양시,경기 고양시 덕양구 행신동 783 소만마을 703동 13층 1303호
956971,경기_new,경기,파주시,경기 파주시 월롱면 능산리 408-2
957108,경기_new,경기,고양시,"경기 고양시 덕양구 행주내동 478-7 ,479-7"
957164,경기_new,경기,고양시,경기 고양시 일산동구 장항동 610-10
957240,경기_new,경기,남양주시,"경기 남양주시 화도읍 묵현리 217-4 ,217-5,217-10,217-16,217-23 로얄캐슬B 1층 101호"
957278,경기_new,경기,가평군,경기 가평군 가평읍 달전리 393-6
957306,경기_new,경기,가평군,경기 가평군 청평면 호명리 산108
957307,경기_new,경기,가평군,경기 가평군 청평면 호명리 산118
957462,경남_new,경남,양산시,경남 양산시 호계동 393
957497,경남_new,경남,김해시,경남 김해시 진례면 고모리 1492-2
957575,경남_new,경남,김해시,경남 김해시 한림면 용덕리 898
957631,경남_new,경남,창원시,"경남 창원시 진해구 용원동 1135-6 ,1135-2,1135-7 재상베네스타운 10층 비1001호"
957807,경남_new,경남,고성군,경남 고성군 상리면 신촌리 375
957889,경남_new,경남,거제시,경남 거제시 장목면 농소리 42-1
957919,경남_new,경남,통영시,경남 통영시 도산면 저산리 산121
957934,경남_new,경남,거제시,경남 거제시 옥포동 1916-2 자유에이스빌 5층 502호
957942,경남_new,경남,통영시,경남 통영시 용남면 원평리 18 1호
958066,경남_new,경남,밀양시,경남 밀양시 무안면 정곡리 산56
958077,경남_new,경남,밀양시,경남 밀양시 교동 1213 춘복타워맨션 1동 8층 805호
958085,경남_new,경남,창녕군,경남 창녕군 대합면 내울리 311 1호
958205,경남_new,경남,사천시,"경남 사천시 용강동 618-1 ,580-1,580-2 비룡벨로스텔라 15층 1502호"
958343,경남_new,경남,창원시,경남 창원시 마산합포구 구산면 석곡리 400-2
958433,경남_new,경남,의령군,경남 의령군 궁류면 평촌리 445
958491,경남_new,경남,창원시,경남 창원시 마산합포구 진동면 고현리 339-11
958510,경남_new,경남,창원시,경남 창원시 마산합포구 구산면 석곡리 772-1 해상앞 정박
958578,경북_new,경북,청도군,경북 청도군 금천면 오봉리 860
958648,경북_new,경북,영천시,경북 영천시 대창면 어방리 산25
958630,경북_new,경북,영천시,경북 영천시 화산면 덕암리 223
958676,경북_new,경북,경주시,경북 경주시 천북면 모아리 542
958764,경북_new,경북,김천시,경북 김천시 율곡동 811 영무메트로 2층 211호
958973,경북_new,경북,영주시,경북 영주시 안정면 묵리 산45
959145,경북_new,경북,성주군,경북 성주군 월항면 지방리 237-2
959156,경북_new,경북,성주군,경북 성주군 선남면 동암리 419-23
959287,전남광주_new,전남광주,광산구,전남광주 광산구 흑석동 811 수완센트럴시티서희스타힐스 105동 14층 1401호
959411,대구_new,대구,수성구,"대구 수성구 두산동 207-5 ,207-8 제이2078타워 4층 402호"
959432,대구_new,대구,수성구,대구 수성구 중동 111-2
959550,대구_new,대구,수성구,대구 수성구 매호동 108-1 내 보관(채권자 현대캐피탈(주) 대표이사 정현진에게 보관)
959677,대구_new,대구,달서구,대구 달서구 월성동 1329 태왕아너스베스트 102동 13층 1308호
959657,대구_new,대구,달성군,대구 달성군 논공읍 본리리 산200
959714,대전_new,대전,동구,대전 동구 자양동 87-23
959728,대전_new,대전,중구,"대전 중구 유천동 301-49 ,301-16 어반센트럴 2층 202호"
959755,대전_new,대전,동구,대전 동구 가양동 295-26 파라곤빌 3층 303호
966314,부산_new,부산,중구,부산 중구 중앙동4가 85-5 엘스퀘어 1동 9층 901호
966429,부산_new,부산,부산진구,부산 부산진구 범천동 849-2 대동레미안센트럴시티5 15층 1511호
966699,부산_new,부산,북구,"부산 북구 만덕동 774 ,774-2 럭키만덕 8동 2층 205호"
966800,서울_new,서울,중구,서울 중구 오장동 145-1 오렌지카운티을지로 6층 604호
966839,서울_new,서울,강남구,서울 강남구 자곡동 662 강남지웰홈스 B동 2층 220호
967186,서울_new,서울,양천구,서울 양천구 신정동 1218-1 일진아이윌 101동 6층 601호
967599,세종_new,세종,세종시,세종 세종시 어진동 669 세종파이낸스센터1 3층 315호
967649,세종_new,세종,세종시,"세종 세종시 연동면 내판리 252 ,253-22,329-21 주1동"
967711,울산_new,울산,울주군,울산 울주군 범서읍 구영리 716-3 엣지타워 7층 1303호
967868,울산_new,울산,북구,울산 북구 달천동 771
967841,울산_new,울산,울주군,울산 울주군 언양읍 반천리 534 복산주차장내 보관(제3자 이성학에게 보관)
967847,울산_new,울산,북구,울산 북구 송정동 1232-5 어썸플레이스1 1동 1층 108호
968194,인천_new,인천,미추홀구,인천 미추홀구 주안동 1216-17 외30 주안에쉐르 4층 422호
968282,인천_new,인천,미추홀구,인천 미추홀구 숭의동 353-22 한마음 A동 7층 704호
968304,인천_new,인천,부평구,인천 부평구 청천동 176 청천푸르지오 101동 1층 103호
968699,인천_new,인천,미추홀구,인천 미추홀구 용현동 627-239 엘리시아 1동 4층 401호
968886,전남광주_new,전남광주,화순군,전남광주 화순군 도암면 용강리 산60
804892,전북_new,전북,완주군,"전북 완주군 소양면 대흥리 774-7 ,773-8 제1동"
969513,전북_new,전북,전주시,전북 전주시 덕진구 인후동1가 1033 위브어울림 107동 13층 1302호
969627,전북_new,전북,고창군,"전북 고창군 고창읍 주곡리 691-2 ,689-2 주1동"
969659,전북_new,전북,고창군,전북 고창군 아산면 대동리 577 주1동
969703,제주_new,제주,제주시,제주 제주시 해안동 1928-1 3호
969794,제주_new,제주,제주시,제주 제주시 애월읍 애월리 214-2 애월아리움빌 102동 3층 301호
969902,제주_new,제주,제주시,제주 제주시 봉개동 848-36 몽돌빌리지 120동
969947,충남_new,충남,금산군,충남 금산군 남일면 음대리 193-5
970014,충남_new,충남,아산시,충남 아산시 신창면 가덕리 526-12
970079,충남_new,충남,천안시,충남 천안시 동남구 원성동 529-11 산호 3층 302호
970106,충남_new,충남,천안시,충남 천안시 서북구 성성동 697 천안레이크타운2차푸르지오 201동 16층 1602호
970146,충남_new,충남,공주시,충남 공주시 동현동 60-3 디벨론세종중공업부품센터내 보관(채권자 김중회에게 보관)
970416,충북_new,충북,청주시,충북 청주시 청원구 내수읍 은곡리 281-5
970501,충북_new,충북,괴산군,충북 괴산군 청천면 덕평리 128
970593,충북_new,충북,충주시,충북 충주시 지현동 1781
970707,충북_new,충북,단양군,충북 단양군 단성면 가산리 749-9
640418,경남_new,경남,거제시,경남 거제시 삼거동 491
640713,경남_new,경남,밀양시,경남 밀양시 단장면 사연리 산236-11
659858,경북_new,경북,김천시,경북 김천시 농소면 월곡리 338
659869,경북_new,경북,김천시,경북 김천시 농소면 연명리 산57-3
679945,대구_new,대구,동구,대구 동구 신평동 122
679989,대구_new,대구,남구,"대구 남구 봉덕동 1141 ,1125 효성타운2차 205동 11층 1105호"
680139,대구_new,대구,달성군,대구 달성군 다사읍 부곡리 691-3
973372,경기_new,경기,동두천시,경기 동두천시 광암동 산38
957566,경남_new,경남,김해시,경남 김해시 한림면 용덕리 521-8
957593,경남_new,경남,김해시,경남 김해시 화목동 910-2
975298,경남_new,경남,창원시,경남 창원시 의창구 동읍 용전리 143-4
975330,경남_new,경남,창원시,경남 창원시 진해구 이동 643-3
975524,경남_new,경남,고성군,경남 고성군 하이면 월흥리 1591-1
975560,경남_new,경남,거제시,경남 거제시 사등면 사곡리 663-1
957852,경남_new,경남,거제시,경남 거제시 하청면 덕곡리 59
975760,경남_new,경남,거창군,경남 거창군 가조면 동례리 516-4
975761,경남_new,경남,합천군,경남 합천군 가야면 야천리 643
975762,경남_new,경남,합천군,경남 합천군 쌍백면 장전리 407
975798,경남_new,경남,거창군,경남 거창군 웅양면 산포리 1497-1
975799,경남_new,경남,거창군,경남 거창군 거창읍 정장리 1053
975801,경남_new,경남,거창군,경남 거창군 마리면 대동리 1068
975802,경남_new,경남,합천군,경남 합천군 봉산면 봉계리 604
975803,경남_new,경남,거창군,경남 거창군 마리면 대동리 1068
975841,경남_new,경남,밀양시,경남 밀양시 무안면 덕암리 1005
975843,경남_new,경남,밀양시,"경남 밀양시 삼문동 497-9 ,496-3"
975844,경남_new,경남,밀양시,경남 밀양시 무안면 신법리 361
975984,경남_new,경남,진주시,경남 진주시 신안동 435-1
975987,경남_new,경남,산청군,경남 산청군 단성면 청계리 산72-32
975988,경남_new,경남,하동군,경남 하동군 옥종면 대곡리 산21-1
976026,경남_new,경남,사천시,경남 사천시 사천읍 정의리 74-4
976163,경남_new,경남,함안군,경남 함안군 법수면 주물리 산36
976500,경북_new,경북,청도군,경북 청도군 매전면 송원리 1209
976536,경북_new,경북,영천시,경북 영천시 자양면 도일리 103
976537,경북_new,경북,영천시,경북 영천시 야사동 164-5
976538,경북_new,경북,영천시,경북 영천시 화북면 자천리 501
976640,경북_new,경북,경산시,경북 경산시 진량읍 부기리 559-2
976712,경북_new,경북,경주시,경북 경주시 강동면 안계리 589-2
976845,경북_new,경북,예천군,경북 예천군 호명읍 직산리 705
976847,경북_new,경북,예천군,경북 예천군 호명읍 직산리 산3-3
976848,경북_new,경북,예천군,경북 예천군 호명읍 직산리 산3-4
976885,경북_new,경북,상주시,경북 상주시 낙동면 상촌리 산32-8
976887,경북_new,경북,문경시,경북 문경시 호계면 봉서리 153
976923,경북_new,경북,청송군,경북 청송군 청송읍 월외리 478-3
976924,경북_new,경북,청송군,경북 청송군 청송읍 월외리 454
976925,경북_new,경북,의성군,경북 의성군 단밀면 낙정리 806-207
976995,경북_new,경북,봉화군,경북 봉화군 봉화읍 거촌리 530
977094,경북_new,경북,포항시,경북 포항시 북구 청하면 고현리 931
977127,경북_new,경북,포항시,경북 포항시 북구 신광면 죽성리 990-1
977160,경북_new,경북,성주군,경북 성주군 선남면 선원리 457
977368,대전_new,대전,동구,대전 동구 가양동 147-28
981110,울산_new,울산,북구,울산 북구 신명동 300
981143,인천_new,인천,강화군,인천 강화군 길상면 길직리 1084-10
983001,전북_new,전북,익산시,전북 익산시 삼기면 기산리 916-14
983003,전북_new,전북,익산시,전북 익산시 삼기면 기산리 919-6
983070,전북_new,전북,정읍시,전북 정읍시 옹동면 용호리 38-1
983071,전북_new,전북,정읍시,전북 정읍시 시기동 406-10
772819,인천_new,인천,연수구,인천 연수구 송도동 21-59 인천송도힐스테이트 302동 1층 129호
983073,전북_new,전북,정읍시,전북 정읍시 상동 719-84
983110,전북_new,전북,부안군,전북 부안군 변산면 대항리 산3-41
969674,전북_new,전북,고창군,전북 고창군 부안면 수동리 442
983208,제주_new,제주,제주시,제주 제주시 애월읍 하귀2리 2881-9
983473,제주_new,제주,서귀포시,제주 서귀포시 대정읍 구억리 산13-16
983540,충남_new,충남,금산군,충남 금산군 진산면 읍내리 368-7
983633,충남_new,충남,천안시,충남 천안시 동남구 광덕면 신덕리 226-1
983848,충남_new,충남,공주시,충남 공주시 탄천면 안영리 748-6
983849,충남_new,충남,공주시,충남 공주시 이인면 신영리 458-6
983851,충남_new,충남,청양군,충남 청양군 대치면 형산리 15-1
983852,충남_new,충남,청양군,충남 청양군 청남면 동강리 665-10
793403,전남광주_new,전남광주,완도군,전남광주 완도군 금일읍 충동리 424-2
983953,충남_new,충남,당진시,충남 당진시 송악읍 월곡리 379
983955,충남_new,충남,당진시,충남 당진시 석문면 교로리 434-5
983956,충남_new,충남,당진시,충남 당진시 읍내동 219-69
984124,충남_new,충남,논산시,충남 논산시 은진면 용산리 217-10
984454,충북_new,충북,음성군,충북 음성군 대소읍 수태리 산76-1
984521,충북_new,충북,제천시,충북 제천시 백운면 덕동리 275-8
984586,충북_new,충북,청주시,충북 청주시 청원구 북이면 금암리 104-5
984720,대구_new,대구,북구,대구 북구 동변동 684-10
971134,강원_new,강원,철원군,강원 철원군 동송읍 이길리 1473
977265,경북_new,경북,안동시,경북 안동시 안막동 14-11
977305,경북_new,경북,포항시,경북 포항시 남구 호미곶면 구만리 383-1
959146,경북_new,경북,성주군,경북 성주군 금수강산면 광산리 967
988090,경남_new,경남,거제시,경남 거제시 양정동 482-2
996896,경남_new,경남,거제시,경남 거제시 장목면 장목리 454-3
827637,충남_new,충남,당진시,충남 당진시 송악읍 복운리 98-4
997134,경남_new,경남,남해군,경남 남해군 고현면 갈화리 938
997135,경남_new,경남,남해군,경남 남해군 고현면 갈화리 204
976403,경남_new,경남,진주시,경남 진주시 정촌면 예하리 1059
997512,경북_new,경북,영천시,경북 영천시 화남면 삼창리 952-2
971602,경기_new,경기,수원시,경기 수원시 팔달구 지동 477-24 펠리체 2층 206호
988542,경북_new,경북,경주시,경북 경주시 감포읍 오류리 24-3
988543,경북_new,경북,경주시,경북 경주시 건천읍 신평리 1611-1
971604,경기_new,경기,수원시,경기 수원시 팔달구 지동 477-24 펠리체 3층 302호
836539,충북_new,충북,청주시,충북 청주시 서원구 장성동 50-1 신화보관소내 보관
970785,강원_new,강원,홍천군,강원 홍천군 서면 팔봉리 산243
970786,강원_new,강원,춘천시,강원 춘천시 신동면 증리 592
970787,강원_new,강원,춘천시,강원 춘천시 근화동 265-1 더잭슨나인스호텔 6층 623호
970788,강원_new,강원,춘천시,강원 춘천시 후평동 95-22
970789,강원_new,강원,홍천군,강원 홍천군 서면 굴업리 293-3 주1동
970790,강원_new,강원,홍천군,강원 홍천군 화촌면 장평리 918
970791,강원_new,강원,홍천군,강원 홍천군 서면 대곡리 101
970792,강원_new,강원,홍천군,강원 홍천군 화촌면 야시대리 378-2
970793,강원_new,강원,춘천시,강원 춘천시 동면 장학리 산1-1
970794,강원_new,강원,홍천군,강원 홍천군 홍천읍 하오안리 267-1
970795,강원_new,강원,춘천시,강원 춘천시 신북읍 율문리 493-1 내 보관
970796,강원_new,강원,춘천시,강원 춘천시 신북읍 율문리 493-1 율문보관소내 보관
970797,강원_new,강원,원주시,강원 원주시 부론면 정산리 2118-1
970798,강원_new,강원,원주시,강원 원주시 부론면 정산리 2118-4
970799,강원_new,강원,원주시,강원 원주시 부론면 정산리 2120-3
970800,강원_new,강원,원주시,강원 원주시 부론면 정산리 2121
970801,강원_new,강원,원주시,강원 원주시 학성동 499-1
970802,강원_new,강원,원주시,강원 원주시 단계동 782-10 2층 201호
970803,강원_new,강원,원주시,강원 원주시 부론면 정산리 936
614258,경기_new,경기,화성시,경기 화성시 병점구 안녕동 158-26 우리물류내 보관
680051,대구_new,대구,수성구,"대구 수성구 가천동 122-4 채권자MG캐피탈(대표:김병국,010-3586-5801)에게 보관"
680106,대구_new,대구,달성군,"대구 달성군 유가읍 유곡리 442-3 ,444-2,466-1,467-1"
703352,서울_new,서울,강서구,"서울 강서구 화곡동 1073-28 ,1073-29 에스케이바움하우스 6층 603호"
973371,경기_new,경기,양주시,경기 양주시 남면 경신리 산13-2
973643,경기_new,경기,고양시,경기 고양시 일산서구 법곳동 1296-2
975263,경남_new,경남,김해시,경남 김해시 진영읍 하계리 218
975264,경남_new,경남,창원시,경남 창원시 진해구 마천동 153-43
975523,경남_new,경남,거제시,경남 거제시 하청면 석포리 42
957851,경남_new,경남,거제시,경남 거제시 남부면 저구리 466-1
975563,경남_new,경남,통영시,경남 통영시 도산면 오륜리 153-2
975727,경남_new,경남,거제시,경남 거제시 장목면 유호리 78-39
975763,경남_new,경남,합천군,경남 합천군 쌍책면 사양리 산109
975800,경남_new,경남,거창군,경남 거창군 거창읍 상림리 산11-2
958049,경남_new,경남,밀양시,경남 밀양시 단장면 범도리 1127-1
975840,경남_new,경남,창녕군,경남 창녕군 창녕읍 도야리 82
975842,경남_new,경남,창녕군,경남 창녕군 계성면 신당리 484
975881,경남_new,경남,창녕군,경남 창녕군 부곡면 온정리 268-43
975985,경남_new,경남,진주시,"경남 진주시 망경동 479-109 ,477-7"
975986,경남_new,경남,진주시,경남 진주시 상평동 274-24
958207,경남_new,경남,남해군,경남 남해군 고현면 도마리 302
975990,경남_new,경남,진주시,경남 진주시 봉곡동 487-18
976162,경남_new,경남,함안군,경남 함안군 법수면 주물리 544-1
976499,경북_new,경북,청도군,경북 청도군 매전면 송원리 1112
976675,경북_new,경북,경주시,경북 경주시 양남면 상계리 112
976710,경북_new,경북,경주시,경북 경주시 천군동 1000
976711,경북_new,경북,경주시,경북 경주시 강동면 유금리 1037-23
976713,경북_new,경북,경주시,경북 경주시 강동면 안계리 산31-32
976846,경북_new,경북,예천군,경북 예천군 호명읍 직산리 산3-1
976849,경북_new,경북,문경시,경북 문경시 마성면 모곡리 256
976886,경북_new,경북,예천군,경북 예천군 지보면 어신리 672-3
976994,경북_new,경북,안동시,경북 안동시 와룡면 이상리 산99-2
976996,경북_new,경북,영주시,경북 영주시 풍기읍 욱금리 148
977159,경북_new,경북,성주군,경북 성주군 선남면 소학리 404-1
959708,대전_new,대전,대덕구,대전 대덕구 덕암동 44-10 1동
977367,대전_new,대전,동구,대전 동구 용전동 149-10
981045,울산_new,울산,남구,울산 남구 신정동 265-49
982802,전북_new,전북,완주군,전북 완주군 소양면 해월리 34
982803,전북_new,전북,김제시,전북 김제시 황산면 용마리 1022-3
982834,전북_new,전북,완주군,전북 완주군 경천면 경천리 327-2
983000,전북_new,전북,익산시,전북 익산시 삼기면 기산리 920-2
983002,전북_new,전북,익산시,전북 익산시 삼기면 기산리 916-15
983004,전북_new,전북,익산시,전북 익산시 송학동 335-59
983072,전북_new,전북,부안군,전북 부안군 행안면 역리 556
983274,제주_new,제주,서귀포시,제주 서귀포시 대정읍 무릉리 산65-23
983408,제주_new,제주,서귀포시,제주 서귀포시 성산읍 시흥리 1408
983541,충남_new,충남,금산군,충남 금산군 금성면 양전리 522-7
983634,충남_new,충남,아산시,충남 아산시 둔포면 신남리 459-1
983850,충남_new,충남,공주시,충남 공주시 반포면 온천리 291
792799,전남광주_new,전남광주,나주시,전남광주 나주시 왕곡면 신원리 산136
793144,전남광주_new,전남광주,여수시,"전남광주 여수시 소라면 복산리 1050 가,나,라,마,바동호"
983917,충남_new,충남,당진시,충남 당진시 읍내동 1507
983954,충남_new,충남,서산시,충남 서산시 지곡면 대요리 425
984125,충남_new,충남,논산시,충남 논산시 연산면 백석리 191
805005,전북_new,전북,전주시,전북 전주시 완산구 색장동 822
984660,대구_new,대구,수성구,대구 수성구 두산동 612-15
971132,강원_new,강원,철원군,강원 철원군 동송읍 이길리 1395
971133,강원_new,강원,철원군,강원 철원군 동송읍 이길리 1471
971136,강원_new,강원,철원군,강원 철원군 철원읍 율이리 257-3
974522,경기_new,경기,수원시,경기 수원시 권선구 호매실동 938
974952,경기_new,경기,시흥시,경기 시흥시 금이동 28-3
976397,경남_new,경남,사천시,경남 사천시 서포면 구랑리 산85
977306,경북_new,경북,포항시,경북 포항시 북구 창포동 산28
988151,경남_new,경남,합천군,경남 합천군 야로면 나대리 113
997060,경남_new,경남,밀양시,경남 밀양시 무안면 연상리 495
997131,경남_new,경남,진주시,경남 진주시 지수면 압사리 산102
826739,충남_new,충남,보령시,충남 보령시 화산동 86-7
997132,경남_new,경남,진주시,경남 진주시 사봉면 사곡리 1246-2
988213,경남_new,경남,남해군,경남 남해군 삼동면 금송리 169-4
988237,경남_new,경남,남해군,경남 남해군 설천면 진목리 770
988238,경남_new,경남,진주시,경남 진주시 문산읍 삼곡리 580-20
997513,경북_new,경북,영천시,경북 영천시 금호읍 석섬리 525-95
997617,경북_new,경북,칠곡군,경북 칠곡군 북삼읍 어로리 464
971512,경기_new,경기,부천시,경기 부천시 원미구 심곡동 99-10 마메든 5층 501호
997653,경북_new,경북,경주시,경북 경주시 사정동 61-2
997654,경북_new,경북,경주시,경북 경주시 내남면 월산리 1299-7
971603,경기_new,경기,수원시,경기 수원시 팔달구 지동 477-24 펠리체 2층 207호
988541,경북_new,경북,경주시,경북 경주시 양남면 하서리 산104-1
970730,강원_new,강원,인제군,강원 인제군 북면 원통리 1980 인제라포레 101동 9층 903호
970731,강원_new,강원,인제군,강원 인제군 북면 원통리 1980 인제라포레 101동 9층 904호
970732,강원_new,강원,인제군,강원 인제군 북면 원통리 1980 인제라포레 101동 9층 908호
970733,강원_new,강원,인제군,강원 인제군 북면 원통리 1980 인제라포레 101동 9층 909호
970734,강원_new,강원,인제군,강원 인제군 북면 원통리 1980 인제라포레 101동 10층 1006호
970735,강원_new,강원,인제군,강원 인제군 북면 원통리 1980 인제라포레 101동 10층 1007호
970736,강원_new,강원,인제군,강원 인제군 북면 원통리 1980 인제라포레 101동 10층 1008호
970737,강원_new,강원,인제군,강원 인제군 북면 원통리 1980 인제라포레 101동 10층 1009호
970738,강원_new,강원,춘천시,강원 춘천시 동면 품걸리 6-1
970739,강원_new,강원,춘천시,강원 춘천시 동면 품걸리 165
970740,강원_new,강원,춘천시,"강원 춘천시 남면 발산리 775-1 ,775-2"
970741,강원_new,강원,홍천군,강원 홍천군 남면 화전리 909
970742,강원_new,강원,춘천시,강원 춘천시 남면 발산리 산58
970743,강원_new,강원,춘천시,강원 춘천시 동면 만천리 산122-23
970744,강원_new,강원,화천군,강원 화천군 하남면 삼화리 381
970745,강원_new,강원,춘천시,강원 춘천시 효자동 663-8
970746,강원_new,강원,홍천군,"강원 홍천군 홍천읍 갈마곡리 223-1 ,221-5"
970747,강원_new,강원,춘천시,"강원 춘천시 후평동 704-4 ,704-15 토우시장 2층"
970748,강원_new,강원,화천군,강원 화천군 하남면 원천리 산44
970749,강원_new,강원,춘천시,"강원 춘천시 조양동 50-6 ,50-7"
970750,강원_new,강원,춘천시,강원 춘천시 동면 장학리 404-1
970751,강원_new,강원,인제군,강원 인제군 북면 용대리 1435
970752,강원_new,강원,인제군,강원 인제군 인제읍 덕적리 217
970753,강원_new,강원,인제군,강원 인제군 인제읍 덕적리 311
970754,강원_new,강원,춘천시,강원 춘천시 퇴계동 880-8
970755,강원_new,강원,홍천군,강원 홍천군 화촌면 장평리 502
970756,강원_new,강원,춘천시,강원 춘천시 효자동 755-6
970757,강원_new,강원,춘천시,강원 춘천시 신북읍 산천리 354-5
970758,강원_new,강원,홍천군,강원 홍천군 화촌면 야시대리 691
970759,강원_new,강원,춘천시,강원 춘천시 동면 감정리 412
970760,강원_new,강원,홍천군,강원 홍천군 홍천읍 희망리 376-33
970761,강원_new,강원,화천군,강원 화천군 화천읍 풍산리 400
970762,강원_new,강원,춘천시,강원 춘천시 남산면 방하리 산63
970763,강원_new,강원,인제군,강원 인제군 인제읍 하추리 303
970764,강원_new,강원,인제군,강원 인제군 북면 용대리 1786-6
970765,강원_new,강원,춘천시,강원 춘천시 남산면 강촌리 645-8
970766,강원_new,강원,홍천군,강원 홍천군 화촌면 풍천리 산67
970767,강원_new,강원,춘천시,강원 춘천시 신북읍 율문리 493-1 율문보관소(신청채권자)내 보관
970768,강원_new,강원,양구군,강원 양구군 양구읍 공수리 392-1
970769,강원_new,강원,춘천시,강원 춘천시 송암동 산15-20
970770,강원_new,강원,홍천군,강원 홍천군 남면 남노일리 230-15
970771,강원_new,강원,춘천시,강원 춘천시 동면 장학리 749-4
970772,강원_new,강원,춘천시,강원 춘천시 남산면 수동리 산51
970773,강원_new,강원,춘천시,강원 춘천시 남산면 수동리 산69
970774,강원_new,강원,춘천시,강원 춘천시 남산면 수동리 산60
970775,강원_new,강원,홍천군,강원 홍천군 내촌면 물걸리 1577
970776,강원_new,강원,홍천군,강원 홍천군 홍천읍 장전평리 683-3
970777,강원_new,강원,화천군,강원 화천군 상서면 노동리 1147
970778,강원_new,강원,화천군,강원 화천군 상서면 노동리 540-1
970779,강원_new,강원,화천군,강원 화천군 사내면 사창리 산3
970780,강원_new,강원,춘천시,강원 춘천시 사북면 고성리 산90
970781,강원_new,강원,홍천군,강원 홍천군 홍천읍 결운리 산19-9
970782,강원_new,강원,춘천시,강원 춘천시 사농동 431-37
970783,강원_new,강원,춘천시,강원 춘천시 우두동 340-63
970784,강원_new,강원,춘천시,강원 춘천시 석사동 694-1 근로복지 101동 4층 401호
970919,강원_new,강원,고성군,강원 고성군 죽왕면 오봉리 67 가동
904771,강원_new,강원,속초시,강원 속초시 중앙동 468-218
904772,강원_new,강원,고성군,강원 고성군 거진읍 송죽리 332
970922,강원_new,강원,속초시,강원 속초시 장사동 355
970923,강원_new,강원,고성군,강원 고성군 거진읍 거진리 산34-4
970924,강원_new,강원,고성군,강원 고성군 현내면 죽정리 253
904776,강원_new,강원,고성군,강원 고성군 현내면 대진리 산75
970926,강원_new,강원,양양군,강원 양양군 현남면 동산리 211 오션스테이양양 14층 1410호
