사건번호,용도,LTV_광주,LTV_전북,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기,기간구분
청주 6계 2020-4471(3),단독주택,단독,단독주택,충북,청주시,충북 청주시 청원구 내수읍 세교리 60-10,"111,222,000","88,978,000",낙찰,"102,222,000",91.9%,2021-04-29,2021_2Q,3
청주 2계 2020-4501,중기,기타토지,기타토지,충북,진천군,충북 진천군 문백면 문덕리 453 TMS엔지니어링주차장내 보관,"15,000,000","3,932,000",낙찰,"4,500,000",30.0%,2021-04-12,2021_2Q,3
청주 3계 2020-4563,아파트,아파트,아파트,충북,청주시,"충북 청주시 청원구 내수읍 은곡리 246-3 ,253-9,-10,-11 은곡무지개 105동 2층 216호","31,000,000","19,840,000",낙찰,"22,310,000",72.0%,2021-03-26,2021_1Q,3
청주 4계 2020-4570,전,전,전,충북,진천군,충북 진천군 광혜원면 구암리 124-3,"12,624,000","5,170,000",낙찰,"6,220,000",49.3%,2021-04-09,2021_2Q,3
청주 5계 2020-4662,임야,임야,임야,충북,보은군,충북 보은군 보은읍 길상리 산1-1,"1,944,266,000","995,464,000",낙찰,"1,056,780,000",54.4%,2021-05-26,2021_2Q,3
청주 7계 2020-4686(1),점포,근린상가,점포상가,충북,청주시,충북 청주시 서원구 남이면 수대리 1-6,"404,662,430","258,984,000",낙찰,"333,888,888",82.5%,2021-04-08,2021_2Q,3
청주 1계 2020-4761,아파트,아파트,아파트,충북,청주시,"충북 청주시 청원구 사천동 449-3 ,451-6 덕성그린 6층 618호","45,000,000","28,800,000",낙찰,"32,430,000",72.1%,2021-03-29,2021_1Q,3
청주 4계 2020-4792,답,답,답,충북,보은군,충북 보은군 삼승면 달산리 542-2,"14,994,000","7,677,000",낙찰,"7,870,000",52.5%,2021-04-09,2021_2Q,3
청주 6계 2020-4815(2),아파트,아파트,아파트,충북,청주시,충북 청주시 청원구 율량동 1292 율량신라 나열동 5층 501호,"82,000,000","26,870,000",낙찰,"31,890,000",38.9%,2021-06-03,2021_2Q,3
청주 6계 2020-4815(3),아파트,아파트,아파트,충북,청주시,충북 청주시 청원구 율량동 1292 율량신라 나열동 13층 1303호,"86,000,000","28,181,000",낙찰,"32,798,000",38.1%,2021-06-03,2021_2Q,3
청주 6계 2020-4815(4),아파트,아파트,아파트,충북,청주시,충북 청주시 청원구 율량동 1292 율량신라 나열동 10층 1006호,"86,000,000","28,181,000",낙찰,"31,990,000",37.2%,2021-06-03,2021_2Q,3
청주 6계 2020-4860,전,전,전,충북,진천군,충북 진천군 덕산읍 화상리 585-89,"183,580,000","146,864,000",낙찰,"170,500,000",92.9%,2021-03-25,2021_1Q,3
청주 1계 2020-4983,아파트,아파트,아파트,충북,진천군,충북 진천군 진천읍 신정리 377-2 진천영화블렌하임 102동 5층 502호,"127,000,000","101,600,000",낙찰,"113,199,000",89.1%,2021-03-29,2021_1Q,3
청주 3계 2020-5016,답,답,답,충북,진천군,충북 진천군 광혜원면 월성리 311-2,"381,683,000","244,277,000",낙찰,"257,999,999",67.6%,2021-03-26,2021_1Q,3
청주 1계 2020-5078,아파트,아파트,아파트,충북,청주시,충북 청주시 흥덕구 신봉동 177 우림필유 103동 15층 1504호,"265,000,000","265,000,000",낙찰,"280,010,000",105.7%,2021-03-29,2021_1Q,3
청주 2계 2020-5115(1),임야,임야,임야,충북,청주시,충북 청주시 청원구 내수읍 원통리 산8-11,"341,208,000","272,966,000",낙찰,"274,190,000",80.4%,2021-05-17,2021_2Q,3
청주 2계 2020-5115(2),임야,임야,임야,충북,청주시,충북 청주시 청원구 내수읍 원통리 산8-9,"244,452,000","195,562,000",낙찰,"196,190,000",80.3%,2021-05-17,2021_2Q,3
청주 1계 2020-5177,근린상가,근린상가,근린상가,충북,청주시,충북 청주시 흥덕구 복대동 848-11,"764,512,360","611,610,000",낙찰,"661,300,000",86.5%,2021-05-03,2021_2Q,3
청주 6계 2020-5207,아파트,아파트,아파트,충북,증평군,충북 증평군 증평읍 장동리 255 증평삼일 1동 5층 502호,"82,000,000","52,480,000",낙찰,"62,000,000",75.6%,2021-03-25,2021_1Q,3
청주 7계 2020-5269(1),다세대,다세대주택,다세대,충북,진천군,충북 진천군 초평면 용정리 445 아름빌 2동 1층 101호,"93,000,000","38,093,000",낙찰,"42,000,000",45.2%,2021-06-17,2021_2Q,3
청주 7계 2020-5269(2),다세대,다세대주택,다세대,충북,진천군,충북 진천군 초평면 용정리 445 아름빌 2동 1층 102호,"93,000,000","38,093,000",낙찰,"47,200,000",50.8%,2021-06-17,2021_2Q,3
청주 7계 2020-5269(3),다세대,다세대주택,다세대,충북,진천군,충북 진천군 초평면 용정리 445 아름빌 2동 2층 201호,"95,000,000","38,912,000",낙찰,"48,899,000",51.5%,2021-06-17,2021_2Q,3
청주 1계 2020-5283,다세대,다세대주택,다세대,충북,청주시,충북 청주시 흥덕구 운천동 813-1 흥덕빌라 다동 1층 2호,"52,000,000","33,280,000",낙찰,"35,400,000",68.1%,2021-06-07,2021_2Q,3
청주 7계 2020-5399,아파트,아파트,아파트,충북,청주시,충북 청주시 상당구 영운동 212-5 한일 4층 403호,"52,000,000","26,624,000",낙찰,"36,199,000",69.6%,2021-05-13,2021_2Q,3
청주 1계 2020-5405,임야,임야,임야,충북,청주시,충북 청주시 흥덕구 옥산면 동림리 142-3,"850,421,000","680,337,000",낙찰,"731,000,000",86.0%,2021-05-03,2021_2Q,3
청주 5계 2020-5481,아파트,아파트,아파트,충북,증평군,충북 증평군 증평읍 장동리 350 보창 3층 309호,"44,000,000","28,160,000",낙찰,"30,000,000",68.2%,2021-04-14,2021_2Q,3
청주 6계 2020-5528,아파트,아파트,아파트,충북,청주시,충북 청주시 상당구 금천동 70-1 양지 나동 5층 508호,"56,000,000","28,672,000",낙찰,"34,867,200",62.3%,2021-04-29,2021_2Q,3
청주 4계 2020-5696,아파트,아파트,아파트,충북,청주시,"충북 청주시 서원구 수곡동 314 ,321 산남주공4단지 408동 2층 206호","108,000,000","69,120,000",낙찰,"92,780,000",85.9%,2021-04-09,2021_2Q,3
청주 1계 2020-5856,아파트,아파트,아파트,충북,청주시,"충북 청주시 서원구 사직동 산147-23 ,-25,-27,-7,613-1,-2,-13,614-1,-2,615-1,-2,626-3,-14,38-8 쌍용 2동 5층 505호","126,000,000","100,800,000",낙찰,"107,999,990",85.7%,2021-05-03,2021_2Q,3
청주 6계 2020-5887,차량,기타토지,기타토지,충북,청주시,충북 청주시 서원구 사직동 652-7 현대유료주차장내 보관,"48,000,000","30,720,000",낙찰,"36,911,000",76.9%,2021-03-25,2021_1Q,3
청주 1계 2020-5948,다세대,다세대주택,다세대,충북,청주시,"충북 청주시 상당구 영운동 145-63 ,-101 3층 301호","148,000,000","94,720,000",낙찰,"106,110,000",71.7%,2021-06-07,2021_2Q,3
청주 2계 2020-5955,답,답,답,충북,청주시,충북 청주시 청원구 내수읍 은곡리 210-14,"2,856,334,000","1,462,443,000",낙찰,"1,702,990,000",59.6%,2021-04-12,2021_2Q,3
청주 3계 2020-6026,근린상가,근린상가,근린상가,충북,청주시,충북 청주시 서원구 산남동 585 하이탑빌딩 6층 605호,"213,000,000","136,320,000",낙찰,"162,910,000",76.5%,2021-04-30,2021_2Q,3
청주 5계 2020-6118,아파트,아파트,아파트,충북,청주시,충북 청주시 상당구 남일면 효촌리 20-1 효자마을 1동 5층 503호,"138,000,000","88,320,000",낙찰,"97,540,000",70.7%,2021-04-14,2021_2Q,3
청주 7계 2020-6194,단독주택,단독,단독주택,충북,청주시,충북 청주시 상당구 금천동 109-26,"12,094,070","9,675,000",낙찰,"12,790,000",105.8%,2021-06-17,2021_2Q,3
청주 3계 2020-6279,차량,기타토지,기타토지,충북,청주시,충북 청주시 서원구 장성동 50-1 내 보관,"39,000,000","31,200,000",낙찰,"37,459,999",96.1%,2021-03-26,2021_1Q,3
청주 4계 2020-6286,숙박시설,숙박시설,숙박시설,충북,보은군,충북 보은군 수한면 거현리 550-1,"560,530,000","229,593,000",낙찰,"245,120,000",43.7%,2021-06-18,2021_2Q,3
청주 1계 2020-6330,다세대,다세대주택,다세대,충북,청주시,"충북 청주시 상당구 영운동 145-63 ,-101 2층 202호","148,000,000","94,720,000",낙찰,"106,110,000",71.7%,2021-06-07,2021_2Q,3
