사건번호,용도,LTV_광주,LTV_전북,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기,기간구분
제주 5계 2019-9226(2),임야,임야,임야,제주,서귀포시,제주 서귀포시 성산읍 삼달리 1905,"325,230,000","227,661,000",낙찰,"265,000,000",81.5%,2021-04-26,2021_2Q,3
제주 5계 2019-9226(3),전,전,전,제주,서귀포시,제주 서귀포시 성산읍 삼달리 1906,"283,096,000","138,717,000",낙찰,"155,000,000",54.8%,2021-06-07,2021_2Q,3
제주 5계 2019-9226(9),전,전,전,제주,서귀포시,제주 서귀포시 대정읍 동일리 325-1,"542,476,000","379,733,000",낙찰,"403,000,000",74.3%,2021-04-26,2021_2Q,3
제주 2계 2019-9295,연립,연립주택,연립·빌라,제주,서귀포시,"제주 서귀포시 남원읍 위미리 2807-1 ,2809 대명빌라 4층 506호","174,000,000","85,260,000",낙찰,"101,600,000",58.4%,2021-04-05,2021_2Q,3
제주 5계 2019-9875,숙박시설,숙박시설,숙박시설,제주,서귀포시,제주 서귀포시 서귀동 319-2 비스타케이호텔(천지연) 7층 702호,"211,000,000","50,661,000",낙찰,"55,557,788",26.3%,2021-04-26,2021_2Q,3
제주 1계 2019-10394(2),전,전,전,제주,서귀포시,제주 서귀포시 대정읍 가파리 75-8,"1,815,000","1,271,000",낙찰,"1,300,000",71.6%,2021-05-10,2021_2Q,3
제주 1계 2019-10486,단독주택,단독,단독주택,제주,서귀포시,"제주 서귀포시 안덕면 사계리 791-1 ,792,803-2 까사마르팰리스 101동","482,587,700","236,468,000",낙찰,"306,250,000",63.5%,2021-05-10,2021_2Q,3
제주 1계 2019-10493,단독주택,단독,단독주택,제주,서귀포시,"제주 서귀포시 안덕면 사계리 791-1 ,792,803-2 까사마르팰리스 105동","476,631,760","233,549,000",낙찰,"257,500,000",54.0%,2021-05-10,2021_2Q,3
제주 2계 2019-10554,임야,임야,임야,제주,제주시,제주 제주시 애월읍 유수암리 2789,"2,535,503,000","1,242,396,000",낙찰,"1,531,000,000",60.4%,2021-04-05,2021_2Q,3
제주 2계 2019-21356,근린상가,근린상가,근린상가,제주,서귀포시,"제주 서귀포시 토평동 3085-2 ,-15,3084-3","3,389,899,660","398,819,000",낙찰,"400,110,000",11.8%,2021-06-21,2021_2Q,3
제주 5계 2019-23598,다세대,다세대주택,다세대,제주,제주시,"제주 제주시 구좌읍 종달리 721-2 ,721-3 종달리 A동 1층 101호","181,000,000","88,690,000",낙찰,"135,336,000",74.8%,2021-06-07,2021_2Q,3
제주 3계 2019-25389(1),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 이도이동 1178-12 1층 101호,"91,000,000","63,700,000",낙찰,"72,831,000",80.0%,2021-04-12,2021_2Q,3
제주 3계 2019-25389(2),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 이도이동 1178-12 1층 102호,"91,000,000","63,700,000",낙찰,"86,010,000",94.5%,2021-04-12,2021_2Q,3
제주 3계 2019-25389(3),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 이도이동 1178-12 1층 103호,"89,000,000","62,300,000",낙찰,"80,410,000",90.3%,2021-04-12,2021_2Q,3
제주 3계 2019-25389(4),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 이도이동 1178-12 1층 105호,"89,000,000","62,300,000",낙찰,"71,233,000",80.0%,2021-04-12,2021_2Q,3
제주 3계 2019-25389(5),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 이도이동 1178-12 2층 201호,"94,000,000","65,800,000",낙찰,"80,010,000",85.1%,2021-04-12,2021_2Q,3
제주 3계 2019-25389(6),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 이도이동 1178-12 2층 202호,"94,000,000","65,800,000",낙찰,"92,010,000",97.9%,2021-04-12,2021_2Q,3
제주 3계 2019-25389(7),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 이도이동 1178-12 2층 203호,"92,000,000","64,400,000",낙찰,"87,210,000",94.8%,2021-04-12,2021_2Q,3
제주 3계 2019-25389(8),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 이도이동 1178-12 2층 205호,"92,000,000","64,400,000",낙찰,"73,633,000",80.0%,2021-04-12,2021_2Q,3
제주 4계 2019-25792(1),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 302호,"180,000,000","43,218,000",낙찰,"55,200,000",30.7%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(2),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 17층 1704호,"199,000,000","47,780,000",낙찰,"56,000,000",28.1%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(3),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 314호,"180,000,000","43,218,000",낙찰,"44,328,000",24.6%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(4),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 401호,"184,000,000","44,178,000",낙찰,"45,288,000",24.6%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(5),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 405호,"180,000,000","43,218,000",낙찰,"51,100,000",28.4%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(6),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 415호,"180,000,000","43,218,000",낙찰,"49,152,000",27.3%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(7),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 5층 518호,"185,000,000","44,419,000",낙찰,"55,711,100",30.1%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(8),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 10층 1016호,"191,000,000","45,859,000",낙찰,"51,000,000",26.7%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(9),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 13층 1309호,"429,000,000","147,147,000",낙찰,"155,195,000",36.2%,2021-04-19,2021_2Q,3
제주 4계 2019-25792(10),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 305호,"180,000,000","43,218,000",낙찰,"55,200,000",30.7%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(11),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 311호,"180,000,000","43,218,000",낙찰,"55,200,000",30.7%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(12),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 402호,"180,000,000","43,218,000",낙찰,"46,870,820",26.0%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(13),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 403호,"180,000,000","43,218,000",낙찰,"46,087,000",25.6%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(14),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 411호,"180,000,000","43,218,000",낙찰,"45,321,000",25.2%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(15),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 417호,"180,000,000","43,218,000",낙찰,"56,620,000",31.5%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(16),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 419호,"180,000,000","43,218,000",낙찰,"49,152,000",27.3%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(17),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 5층 501호,"190,000,000","45,619,000",낙찰,"57,111,000",30.1%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(18),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 9층 901호,"196,000,000","47,060,000",낙찰,"52,611,000",26.8%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(19),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 13층 1307호,"288,000,000","98,784,000",낙찰,"99,850,000",34.7%,2021-04-19,2021_2Q,3
제주 4계 2019-25792(20),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 301호,"184,000,000","44,178,000",낙찰,"57,111,000",31.0%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(21),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 308호,"180,000,000","43,218,000",낙찰,"44,328,000",24.6%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(22),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 315호,"180,000,000","43,218,000",낙찰,"44,328,000",24.6%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(23),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 404호,"180,000,000","43,218,000",낙찰,"47,622,400",26.5%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(24),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 407호,"180,000,000","43,218,000",낙찰,"61,100,000",33.9%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(25),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 416호,"180,000,000","43,218,000",낙찰,"47,218,000",26.2%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(26),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 306호,"180,000,000","43,218,000",낙찰,"57,778,887",32.1%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(27),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 318호,"180,000,000","43,218,000",낙찰,"55,558,887",30.9%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(28),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 414호,"180,000,000","43,218,000",낙찰,"58,887,777",32.7%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(29),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 4층 418호,"180,000,000","43,218,000",낙찰,"53,310,000",29.6%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(30),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 9층 916호,"191,000,000","45,859,000",낙찰,"50,959,000",26.7%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(31),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 13층 1305호,"288,000,000","69,149,000",낙찰,"80,150,000",27.8%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(32),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 14층 1409호,"295,000,000","70,830,000",낙찰,"86,800,000",29.4%,2021-05-31,2021_2Q,3
제주 4계 2019-25792(33),숙박시설,숙박시설,숙박시설,제주,제주시,제주 제주시 연동 253-3 제주센트럴시티호텔 3층 307호,"180,000,000","43,218,000",낙찰,"48,318,000",26.8%,2021-05-31,2021_2Q,3
제주 6계 2019-26023,숙박시설,숙박시설,숙박시설,제주,서귀포시,제주 서귀포시 서귀동 829-5 엠스테이호텔제주 4층 425호,"139,000,000","33,374,000",낙찰,"43,111,000",31.0%,2021-04-19,2021_2Q,3
제주 6계 2019-26115,임야,임야,임야,제주,서귀포시,제주 서귀포시 성산읍 신산리 83,"278,479,500","136,455,000",낙찰,"183,100,000",65.7%,2021-04-19,2021_2Q,3
제주 5계 2019-26603(1),대지,나대지,나대지,제주,서귀포시,제주 서귀포시 안덕면 창천리 863-2,"241,239,000","168,867,000",낙찰,"168,867,000",70.0%,2021-04-26,2021_2Q,3
제주 5계 2019-26603(2),대지,나대지,나대지,제주,서귀포시,제주 서귀포시 안덕면 창천리 864-3,"108,528,000","75,970,000",낙찰,"76,700,000",70.7%,2021-04-26,2021_2Q,3
제주 5계 2019-26603(3),도로,기타토지,기타토지,제주,서귀포시,제주 서귀포시 안덕면 창천리 864-5,"10,476,000","10,476,000",낙찰,"10,500,000",100.2%,2021-06-07,2021_2Q,3
제주 5계 2019-26603(4),전,전,전,제주,서귀포시,제주 서귀포시 안덕면 창천리 676,"974,764,000","477,635,000",낙찰,"583,000,000",59.8%,2021-06-07,2021_2Q,3
제주 3계 2019-26689(3),단독주택,단독,단독주택,제주,제주시,제주 제주시 조천읍 조천리 2662-1,"3,444,200","1,182,000",낙찰,"1,555,000",45.1%,2021-05-24,2021_2Q,3
제주 2계 2019-26979,임야,임야,임야,제주,서귀포시,제주 서귀포시 성산읍 수산리 2790,"53,476,710","26,204,000",낙찰,"38,484,000",72.0%,2021-05-17,2021_2Q,3
제주 2계 2020-34,전,전,전,제주,서귀포시,제주 서귀포시 색달동 1699-1,"1,603,480,000","785,705,000",낙찰,"951,000,000",59.3%,2021-04-05,2021_2Q,3
제주 1계 2020-65(1),축사,기타토지,기타토지,제주,제주시,"제주 제주시 한림읍 금악리 2891 ,2183-6,2890,2892,2897-1 21호","423,384,000","282,973,000",낙찰,"366,600,000",86.6%,2021-06-14,2021_2Q,3
제주 2계 2020-171,단독주택,단독,단독주택,제주,제주시,제주 제주시 애월읍 하가리 120-19 베네치아휴안 101동호,"427,896,330","299,527,000",낙찰,"320,100,000",74.8%,2021-05-17,2021_2Q,3
제주 6계 2020-249(1),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 한경면 고산리 3148-1 고산뜨레모아11차 101동 1층 101호,"225,000,000","110,250,000",낙찰,"151,800,000",67.5%,2021-04-19,2021_2Q,3
제주 6계 2020-249(4),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 한경면 고산리 3148-1 고산뜨레모아11차 101동 3층 301호,"225,000,000","110,250,000",낙찰,"135,600,000",60.3%,2021-04-19,2021_2Q,3
제주 1계 2020-256(6),연립,연립주택,연립·빌라,제주,제주시,제주 제주시 한경면 고산리 3148-1 고산뜨레모아11차주택 101동 4층 504호,"262,000,000","183,400,000",낙찰,"191,220,000",73.0%,2021-06-14,2021_2Q,3
제주 5계 2020-263(2),과수원,과수원,과수원,제주,서귀포시,제주 서귀포시 서홍동 2332-1,"128,584,000","63,006,000",낙찰,"65,500,000",50.9%,2021-04-26,2021_2Q,3
제주 4계 2020-294,단독주택,단독,단독주택,제주,제주시,제주 제주시 애월읍 소길리 993-1 타운하우스 바동,"309,718,910","106,233,000",낙찰,"180,000,000",58.1%,2021-05-31,2021_2Q,3
제주 2계 2020-386,다세대,다세대주택,다세대,제주,제주시,"제주 제주시 오라이동 3309-1 ,3310,3311 오라만진리치빌2차 101동 4층 502호","304,000,000","212,800,000",낙찰,"268,629,300",88.4%,2021-04-05,2021_2Q,3
제주 3계 2020-485(1),임야,임야,임야,제주,서귀포시,제주 서귀포시 상효동 1154-4,"91,881,000","64,317,000",낙찰,"73,000,000",79.5%,2021-04-12,2021_2Q,3
제주 3계 2020-485(2),임야,임야,임야,제주,서귀포시,제주 서귀포시 상효동 1162-1,"589,720,000","288,963,000",낙찰,"413,333,333",70.1%,2021-05-24,2021_2Q,3
제주 6계 2020-515,오피스텔,오피스텔,오피스텔(업무용),제주,서귀포시,제주 서귀포시 안덕면 화순리 1053-80,"2,073,351,860","711,159,000",낙찰,"1,290,000,000",62.2%,2021-05-31,2021_2Q,3
제주 2계 2020-980,단독주택,단독,단독주택,제주,제주시,제주 제주시 아라일동 385-5 뜨래별타운 212동,"448,127,000","313,689,000",낙찰,"371,000,000",82.8%,2021-06-21,2021_2Q,3
제주 2계 2020-1020(1),주상복합(상가),기타토지,기타토지,제주,서귀포시,제주 서귀포시 중문동 2367-1 삼성홈스테이 1층 102호,"174,000,000","85,260,000",낙찰,"91,600,600",52.6%,2021-04-05,2021_2Q,3
제주 2계 2020-1020(2),주상복합(상가),기타토지,기타토지,제주,서귀포시,제주 서귀포시 중문동 2367-1 삼성홈스테이 1층 103호,"395,000,000","193,550,000",낙찰,"221,210,000",56.0%,2021-04-05,2021_2Q,3
제주 2계 2020-1020(3),주상복합(상가),기타토지,기타토지,제주,서귀포시,제주 서귀포시 중문동 2367-1 삼성홈스테이 1층 104호,"353,000,000","121,079,000",낙찰,"175,100,000",49.6%,2021-05-17,2021_2Q,3
제주 2계 2020-1075(3),전,전,전,제주,제주시,제주 제주시 우도면 연평리 305,"167,020,000","167,020,000",낙찰,"181,999,999",109.0%,2021-04-05,2021_2Q,3
제주 1계 2020-1112(3),근린상가,근린상가,근린상가,제주,제주시,"제주 제주시 노형동 917-2 ,-8,-9 제주노형호텔 2층 201호","614,000,000","210,602,000",낙찰,"317,000,000",51.6%,2021-03-29,2021_1Q,3
제주 1계 2020-1112(6),숙박시설,숙박시설,숙박시설,제주,제주시,"제주 제주시 노형동 917-2 ,-8,-9 제주노형호텔 18층 1812호","220,000,000","75,460,000",낙찰,"75,700,000",34.4%,2021-03-29,2021_1Q,3
제주 5계 2020-1150(1),임야,임야,임야,제주,제주시,제주 제주시 한림읍 협재리 188,"785,370,000","384,831,000",낙찰,"452,100,000",57.6%,2021-06-07,2021_2Q,3
제주 6계 2020-1198,도로,기타토지,기타토지,제주,서귀포시,제주 서귀포시 강정동 3410-5,"5,088,000","1,745,000",낙찰,"1,850,000",36.4%,2021-04-19,2021_2Q,3
제주 5계 2020-1303(2),과수원,과수원,과수원,제주,서귀포시,제주 서귀포시 대포동 1276-2,"2,373,225,000","1,162,881,000",낙찰,"1,278,300,000",53.9%,2021-04-26,2021_2Q,3
제주 1계 2020-1310(1),답,답,답,제주,제주시,제주 제주시 한경면 두모리 2455-1,"182,118,000","127,483,000",낙찰,"191,200,000",105.0%,2021-06-14,2021_2Q,3
제주 1계 2020-1310(3),답,답,답,제주,제주시,제주 제주시 한경면 두모리 2573-1,"73,593,000","51,515,000",낙찰,"66,010,000",89.7%,2021-06-14,2021_2Q,3
제주 1계 2020-1310(4),단독주택,단독,단독주택,제주,제주시,제주 제주시 이도일동 1551-23,"167,846,600","117,493,000",낙찰,"128,566,999",76.6%,2021-06-14,2021_2Q,3
제주 3계 2020-1433,전,전,전,제주,서귀포시,제주 서귀포시 성산읍 삼달리 2249,"1,310,810,000","642,297,000",낙찰,"750,000,000",57.2%,2021-04-12,2021_2Q,3
제주 5계 2020-1501,연립,연립주택,연립·빌라,제주,제주시,제주 제주시 이도이동 1962-2 정현빌 2층 203호,"188,000,000","131,600,000",낙찰,"162,350,000",86.4%,2021-04-26,2021_2Q,3
제주 4계 2020-1525(1),단독주택,단독,단독주택,제주,서귀포시,제주 서귀포시 성산읍 수산리 3058,"293,437,000","205,406,000",낙찰,"251,555,000",85.7%,2021-04-19,2021_2Q,3
제주 3계 2020-1532(1),다세대,다세대주택,다세대,제주,서귀포시,"제주 서귀포시 토평동 1689-14 복수층(상층)1,복수층(하층)1층 201호","266,757,000","186,730,000",낙찰,"226,950,000",85.1%,2021-04-12,2021_2Q,3
제주 3계 2020-1532(2),다세대,다세대주택,다세대,제주,서귀포시,"제주 서귀포시 토평동 1689-14 복수층(상층)1,복수층(하층)1층 301호","266,757,000","130,711,000",낙찰,"194,100,000",72.8%,2021-05-24,2021_2Q,3
제주 3계 2020-1532(3),다세대,다세대주택,다세대,제주,서귀포시,"제주 서귀포시 토평동 1689-14 복수층(상층)1,복수층(하층)1층 501호","266,757,000","130,711,000",낙찰,"193,500,000",72.5%,2021-05-24,2021_2Q,3
제주 3계 2020-1532(4),다세대,다세대주택,다세대,제주,서귀포시,"제주 서귀포시 토평동 1689-14 복수층(상층)1,복수층(하층)1층 601호","266,757,000","186,730,000",낙찰,"186,900,000",70.1%,2021-04-12,2021_2Q,3
제주 2계 2020-1570,전,전,전,제주,서귀포시,제주 서귀포시 대정읍 신도리 1105,"552,624,000","270,786,000",낙찰,"404,599,000",73.2%,2021-04-05,2021_2Q,3
제주 5계 2020-1600(2),과수원,과수원,과수원,제주,제주시,제주 제주시 한림읍 상대리 3404-3,"673,120,000","329,829,000",낙찰,"342,880,000",50.9%,2021-06-07,2021_2Q,3
제주 5계 2020-1600(4),임야,임야,임야,제주,제주시,제주 제주시 한림읍 협재리 2138-3,"794,766,000","556,336,000",낙찰,"750,000,000",94.4%,2021-04-26,2021_2Q,3
제주 2계 2020-1624,단독주택,단독,단독주택,제주,제주시,제주 제주시 조천읍 와산리 1647-10 벨루스 3동,"408,419,150","285,893,000",낙찰,"336,737,287",82.4%,2021-05-17,2021_2Q,3
제주 3계 2020-1686,단독주택,단독,단독주택,제주,서귀포시,제주 서귀포시 대정읍 상모리 1364-8,"278,838,000","136,631,000",낙찰,"193,100,000",69.3%,2021-05-24,2021_2Q,3
제주 2계 2020-1723,다세대,다세대주택,다세대,제주,제주시,제주 제주시 용담일동 243-16 행복빌라 2층 201호,"93,000,000","65,100,000",낙찰,"81,840,390",88.0%,2021-05-17,2021_2Q,3
제주 2계 2020-1822,아파트,아파트,아파트,제주,서귀포시,제주 서귀포시 서홍동 150 금성스마트빌 101동 3층 302호,"225,000,000","157,500,000",낙찰,"195,999,000",87.1%,2021-04-05,2021_2Q,3
제주 2계 2020-1877(1),대지,나대지,나대지,제주,제주시,제주 제주시 한림읍 금악리 2096-3,"8,692,000","6,084,000",낙찰,"7,100,000",81.7%,2021-05-17,2021_2Q,3
제주 2계 2020-1877(2),도로,기타토지,기타토지,제주,제주시,제주 제주시 한림읍 금악리 1871-5,"3,840,000","2,688,000",낙찰,"3,851,000",100.3%,2021-05-17,2021_2Q,3
제주 3계 2020-1884(1),전,전,전,제주,제주시,제주 제주시 도두이동 249,"33,492,960","8,042,000",낙찰,"8,876,720",26.5%,2021-05-24,2021_2Q,3
제주 5계 2020-1907,연립,연립주택,연립·빌라,제주,제주시,제주 제주시 연동 327-4 비산쉐르빌 가동 4층 503호,"216,000,000","151,200,000",낙찰,"176,599,999",81.8%,2021-04-26,2021_2Q,3
제주 5계 2020-2252,전,전,전,제주,제주시,제주 제주시 한림읍 귀덕리 520-1,"577,584,000","404,309,000",낙찰,"491,955,400",85.2%,2021-04-26,2021_2Q,3
제주 2계 2020-2276,다세대,다세대주택,다세대,제주,제주시,"제주 제주시 조천읍 조천리 2145-1 ,2138 조천라오체2차 104동 4층 401호","300,000,000","210,000,000",낙찰,"255,326,000",85.1%,2021-06-21,2021_2Q,3
제주 2계 2020-2320,다세대,다세대주택,다세대,제주,제주시,제주 제주시 이도이동 1049-10 하나빌라 1층 101호,"174,000,000","174,000,000",낙찰,"180,500,000",103.7%,2021-05-17,2021_2Q,3
제주 3계 2020-2344,전,전,전,제주,제주시,제주 제주시 구좌읍 종달리 1352-2,"482,691,164","236,519,000",낙찰,"320,000,000",66.3%,2021-04-12,2021_2Q,3
제주 5계 2020-2382,콘도,기타토지,기타토지,제주,제주시,제주 제주시 조천읍 함덕리 954-1 대명리조트제주 신관동 3층 310호,"82,000,000","57,400,000",낙찰,"67,299,900",82.1%,2021-04-26,2021_2Q,3
제주 2계 2020-2467(1),잡종지,잡종지,잡종지,제주,제주시,제주 제주시 한경면 청수리 2515-4,"5,174,000","5,174,000",낙찰,"6,500,000",125.6%,2021-05-17,2021_2Q,3
제주 2계 2020-2467(2),전,전,전,제주,제주시,제주 제주시 한경면 청수리 2517-4,"6,516,000","6,516,000",낙찰,"8,620,000",132.3%,2021-05-17,2021_2Q,3
제주 3계 2020-2535(1),숙박시설,숙박시설,숙박시설,제주,서귀포시,"제주 서귀포시 중문동 2049-1 예그린하우스 1,2,3층 102호","2,928,000,000","1,004,304,000",낙찰,"1,376,169,999",47.0%,2021-04-12,2021_2Q,3
제주 2계 2020-2603,전,전,전,제주,서귀포시,제주 서귀포시 성산읍 시흥리 464-1,"107,730,000","107,730,000",낙찰,"108,000,000",100.3%,2021-05-17,2021_2Q,3
제주 5계 2020-2634,창고,기타건물,창고,제주,제주시,제주 제주시 용담삼동 2220,"4,372,570,400","3,060,799,000",낙찰,"3,716,000,000",85.0%,2021-04-26,2021_2Q,3
제주 6계 2020-2658,다세대,다세대주택,다세대,제주,제주시,제주 제주시 화북일동 1948-1 수목빌라 2층 201호,"172,938,000","84,740,000",낙찰,"121,111,110",70.0%,2021-04-19,2021_2Q,3
